time,Bz_k1_simulation,Bz_k1_linear_theory
7.74000000e+01,1.68641281e-01,2.25632908e+04
7.74500000e+01,1.68513882e-01,2.28128571e+04
7.75000000e+01,1.68385870e-01,2.30651838e+04
7.75500000e+01,1.68257817e-01,2.33203014e+04
7.76000000e+01,1.68130290e-01,2.35782407e+04
7.76500000e+01,1.68003844e-01,2.38390331e+04
7.77000000e+01,1.67879019e-01,2.41027100e+04
7.77500000e+01,1.67756340e-01,2.43693034e+04
7.78000000e+01,1.67636312e-01,2.46388455e+04
7.78500000e+01,1.67519427e-01,2.49113690e+04
7.79000000e+01,1.67406155e-01,2.51869067e+04
7.79500000e+01,1.67296940e-01,2.54654921e+04
7.80000000e+01,1.67192194e-01,2.57471588e+04
7.80500000e+01,1.67092299e-01,2.60319410e+04
7.81000000e+01,1.66997606e-01,2.63198731e+04
7.81500000e+01,1.66908436e-01,2.66109899e+04
7.82000000e+01,1.66825074e-01,2.69053267e+04
7.82500000e+01,1.66747770e-01,2.72029190e+04
7.83000000e+01,1.66676736e-01,2.75038029e+04
7.83500000e+01,1.66612142e-01,2.78080149e+04
7.84000000e+01,1.66554121e-01,2.81155916e+04
7.84500000e+01,1.66502766e-01,2.84265704e+04
7.85000000e+01,1.66458136e-01,2.87409888e+04
7.85500000e+01,1.66420246e-01,2.90588849e+04
7.86000000e+01,1.66389067e-01,2.93802971e+04
7.86500000e+01,1.66364530e-01,2.97052644e+04
7.87000000e+01,1.66346531e-01,3.00338261e+04
7.87500000e+01,1.66334927e-01,3.03660219e+04
7.88000000e+01,1.66329538e-01,3.07018921e+04
7.88500000e+01,1.66330144e-01,3.10414772e+04
7.89000000e+01,1.66336489e-01,3.13848184e+04
7.89500000e+01,1.66348286e-01,3.17319571e+04
7.90000000e+01,1.66365217e-01,3.20829355e+04
7.90500000e+01,1.66386931e-01,3.24377959e+04
7.91000000e+01,1.66413053e-01,3.27965814e+04
7.91500000e+01,1.66443176e-01,3.31593353e+04
7.92000000e+01,1.66476868e-01,3.35261015e+04
7.92500000e+01,1.66513678e-01,3.38969244e+04
7.93000000e+01,1.66553133e-01,3.42718489e+04
7.93500000e+01,1.66594743e-01,3.46509203e+04
7.94000000e+01,1.66638003e-01,3.50341845e+04
7.94500000e+01,1.66682395e-01,3.54216879e+04
7.95000000e+01,1.66727393e-01,3.58134773e+04
7.95500000e+01,1.66772466e-01,3.62096003e+04
7.96000000e+01,1.66817077e-01,3.66101046e+04
7.96500000e+01,1.66860690e-01,3.70150388e+04
7.97000000e+01,1.66902773e-01,3.74244519e+04
7.97500000e+01,1.66942797e-01,3.78383933e+04
7.98000000e+01,1.66980245e-01,3.82569133e+04
7.98500000e+01,1.67014606e-01,3.86800624e+04
7.99000000e+01,1.67045391e-01,3.91078918e+04
7.99500000e+01,1.67072129e-01,3.95404534e+04
8.00000000e+01,1.67094371e-01,3.99777994e+04
8.00500000e+01,1.67111688e-01,4.04199827e+04
8.01000000e+01,1.67123675e-01,4.08670569e+04
8.01500000e+01,1.67129956e-01,4.13190761e+04
8.02000000e+01,1.67130188e-01,4.17760949e+04
8.02500000e+01,1.67124055e-01,4.22381687e+04
8.03000000e+01,1.67111277e-01,4.27053534e+04
8.03500000e+01,1.67091610e-01,4.31777054e+04
8.04000000e+01,1.67064844e-01,4.36552820e+04
8.04500000e+01,1.67030813e-01,4.41381410e+04
8.05000000e+01,1.66989391e-01,4.46263407e+04
8.05500000e+01,1.66940492e-01,4.51199403e+04
8.06000000e+01,1.66884069e-01,4.56189994e+04
8.06500000e+01,1.66820114e-01,4.61235785e+04
8.07000000e+01,1.66748660e-01,4.66337386e+04
8.07500000e+01,1.66669785e-01,4.71495415e+04
8.08000000e+01,1.66583605e-01,4.76710495e+04
8.08500000e+01,1.66490279e-01,4.81983257e+04
8.09000000e+01,1.66390004e-01,4.87314340e+04
8.09500000e+01,1.66283013e-01,4.92704389e+04
8.10000000e+01,1.66169577e-01,4.98154055e+04
8.10500000e+01,1.66050005e-01,5.03663999e+04
8.11000000e+01,1.65924639e-01,5.09234887e+04
8.11500000e+01,1.65793851e-01,5.14867392e+04
8.12000000e+01,1.65658049e-01,5.20562198e+04
8.12500000e+01,1.65517667e-01,5.26319992e+04
8.13000000e+01,1.65373168e-01,5.32141471e+04
8.13500000e+01,1.65225031e-01,5.38027340e+04
8.14000000e+01,1.65073762e-01,5.43978311e+04
8.14500000e+01,1.64919883e-01,5.49995104e+04
8.15000000e+01,1.64763938e-01,5.56078448e+04
8.15500000e+01,1.64606480e-01,5.62229077e+04
8.16000000e+01,1.64448073e-01,5.68447737e+04
8.16500000e+01,1.64289287e-01,5.74735179e+04
8.17000000e+01,1.64130695e-01,5.81092166e+04
8.17500000e+01,1.63972875e-01,5.87519465e+04
8.18000000e+01,1.63816401e-01,5.94017855e+04
8.18500000e+01,1.63661844e-01,6.00588121e+04
8.19000000e+01,1.63509765e-01,6.07231060e+04
8.19500000e+01,1.63360719e-01,6.13947474e+04
8.20000000e+01,1.63215245e-01,6.20738176e+04
8.20500000e+01,1.63073871e-01,6.27603989e+04
8.21000000e+01,1.62937104e-01,6.34545743e+04
8.21500000e+01,1.62805432e-01,6.41564277e+04
8.22000000e+01,1.62679320e-01,6.48660441e+04
8.22500000e+01,1.62559210e-01,6.55835095e+04
8.23000000e+01,1.62445518e-01,6.63089104e+04
8.23500000e+01,1.62338629e-01,6.70423349e+04
8.24000000e+01,1.62238897e-01,6.77838716e+04
8.24500000e+01,1.62146644e-01,6.85336101e+04
8.25000000e+01,1.62062160e-01,6.92916414e+04
8.25500000e+01,1.61985699e-01,7.00580570e+04
8.26000000e+01,1.61917481e-01,7.08329497e+04
8.26500000e+01,1.61857685e-01,7.16164133e+04
8.27000000e+01,1.61806449e-01,7.24085426e+04
8.27500000e+01,1.61763877e-01,7.32094334e+04
8.28000000e+01,1.61730033e-01,7.40191826e+04
8.28500000e+01,1.61704943e-01,7.48378882e+04
8.29000000e+01,1.61688587e-01,7.56656494e+04
8.29500000e+01,1.61680907e-01,7.65025661e+04
8.30000000e+01,1.61681807e-01,7.73487397e+04
8.30500000e+01,1.61691154e-01,7.82042727e+04
8.31000000e+01,1.61708779e-01,7.90692684e+04
8.31500000e+01,1.61734474e-01,7.99438317e+04
8.32000000e+01,1.61767994e-01,8.08280682e+04
8.32500000e+01,1.61809055e-01,8.17220850e+04
8.33000000e+01,1.61857339e-01,8.26259903e+04
8.33500000e+01,1.61912498e-01,8.35398935e+04
8.34000000e+01,1.61974151e-01,8.44639051e+04
8.34500000e+01,1.62041888e-01,8.53981369e+04
8.35000000e+01,1.62115276e-01,8.63427020e+04
8.35500000e+01,1.62193857e-01,8.72977146e+04
8.36000000e+01,1.62277150e-01,8.82632904e+04
8.36500000e+01,1.62364658e-01,8.92395462e+04
8.37000000e+01,1.62455863e-01,9.02266000e+04
8.37500000e+01,1.62550236e-01,9.12245714e+04
8.38000000e+01,1.62647233e-01,9.22335811e+04
8.38500000e+01,1.62746301e-01,9.32537511e+04
8.39000000e+01,1.62846877e-01,9.42852050e+04
8.39500000e+01,1.62948402e-01,9.53280674e+04
8.40000000e+01,1.63050318e-01,9.63824647e+04
8.40500000e+01,1.63152073e-01,9.74485244e+04
8.41000000e+01,1.63253116e-01,9.85263755e+04
8.41500000e+01,1.63352906e-01,9.96161484e+04
8.42000000e+01,1.63450911e-01,1.00717975e+05
8.42500000e+01,1.63546612e-01,1.01831989e+05
8.43000000e+01,1.63639507e-01,1.02958324e+05
8.43500000e+01,1.63729118e-01,1.04097117e+05
8.44000000e+01,1.63814987e-01,1.05248507e+05
8.44500000e+01,1.63896679e-01,1.06412631e+05
8.45000000e+01,1.63973787e-01,1.07589632e+05
8.45500000e+01,1.64045930e-01,1.08779651e+05
8.46000000e+01,1.64112761e-01,1.09982832e+05
8.46500000e+01,1.64173966e-01,1.11199322e+05
8.47000000e+01,1.64229269e-01,1.12429267e+05
8.47500000e+01,1.64278428e-01,1.13672816e+05
8.48000000e+01,1.64321238e-01,1.14930119e+05
8.48500000e+01,1.64357531e-01,1.16201329e+05
8.49000000e+01,1.64387178e-01,1.17486600e+05
8.49500000e+01,1.64410084e-01,1.18786087e+05
8.50000000e+01,1.64426197e-01,1.20099947e+05
8.50500000e+01,1.64435502e-01,1.21428339e+05
8.51000000e+01,1.64438026e-01,1.22771424e+05
8.51500000e+01,1.64433830e-01,1.24129365e+05
8.52000000e+01,1.64423017e-01,1.25502325e+05
8.52500000e+01,1.64405724e-01,1.26890471e+05
8.53000000e+01,1.64382130e-01,1.28293972e+05
8.53500000e+01,1.64352450e-01,1.29712996e+05
8.54000000e+01,1.64316932e-01,1.31147715e+05
8.54500000e+01,1.64275855e-01,1.32598304e+05
8.55000000e+01,1.64229529e-01,1.34064937e+05
8.55500000e+01,1.64178288e-01,1.35547792e+05
8.56000000e+01,1.64122497e-01,1.37047048e+05
8.56500000e+01,1.64062546e-01,1.38562888e+05
8.57000000e+01,1.63998848e-01,1.40095493e+05
8.57500000e+01,1.63931828e-01,1.41645051e+05
8.58000000e+01,1.63861929e-01,1.43211747e+05
8.58500000e+01,1.63789613e-01,1.44795772e+05
8.59000000e+01,1.63715352e-01,1.46397318e+05
8.59500000e+01,1.63639635e-01,1.48016578e+05
8.60000000e+01,1.63562953e-01,1.49653749e+05
8.60500000e+01,1.63485805e-01,1.51309027e+05
8.61000000e+01,1.63408686e-01,1.52982614e+05
8.61500000e+01,1.63332095e-01,1.54674713e+05
8.62000000e+01,1.63256527e-01,1.56385527e+05
8.62500000e+01,1.63182471e-01,1.58115264e+05
8.63000000e+01,1.63110403e-01,1.59864133e+05
8.63500000e+01,1.63040788e-01,1.61632346e+05
8.64000000e+01,1.62974083e-01,1.63420116e+05
8.64500000e+01,1.62910729e-01,1.65227661e+05
8.65000000e+01,1.62851148e-01,1.67055198e+05
8.65500000e+01,1.62795737e-01,1.68902949e+05
8.66000000e+01,1.62744870e-01,1.70771138e+05
8.66500000e+01,1.62698897e-01,1.72659990e+05
8.67000000e+01,1.62658144e-01,1.74569734e+05
8.67500000e+01,1.62622912e-01,1.76500601e+05
8.68000000e+01,1.62593471e-01,1.78452826e+05
8.68500000e+01,1.62570059e-01,1.80426643e+05
8.69000000e+01,1.62552888e-01,1.82422292e+05
8.69500000e+01,1.62542144e-01,1.84440014e+05
8.70000000e+01,1.62537979e-01,1.86480054e+05
8.70500000e+01,1.62540508e-01,1.88542658e+05
8.71000000e+01,1.62549812e-01,1.90628076e+05
8.71500000e+01,1.62565939e-01,1.92736560e+05
8.72000000e+01,1.62588905e-01,1.94868366e+05
8.72500000e+01,1.62618691e-01,1.97023751e+05
8.73000000e+01,1.62655246e-01,1.99202976e+05
8.73500000e+01,1.62698480e-01,2.01406305e+05
8.74000000e+01,1.62748274e-01,2.03634004e+05
8.74500000e+01,1.62804479e-01,2.05886343e+05
8.75000000e+01,1.62866913e-01,2.08163595e+05
8.75500000e+01,1.62935365e-01,2.10466035e+05
8.76000000e+01,1.63009596e-01,2.12793941e+05
8.76500000e+01,1.63089335e-01,2.15147596e+05
8.77000000e+01,1.63174284e-01,2.17527283e+05
8.77500000e+01,1.63264120e-01,2.19933292e+05
8.78000000e+01,1.63358500e-01,2.22365914e+05
8.78500000e+01,1.63457058e-01,2.24825441e+05
8.79000000e+01,1.63559412e-01,2.27312173e+05
8.79500000e+01,1.63665161e-01,2.29826410e+05
8.80000000e+01,1.63773887e-01,2.32368456e+05
8.80500000e+01,1.63885162e-01,2.34938619e+05
8.81000000e+01,1.63998544e-01,2.37537210e+05
8.81500000e+01,1.64113587e-01,2.40164543e+05
8.82000000e+01,1.64229837e-01,2.42820936e+05
8.82500000e+01,1.64346835e-01,2.45506711e+05
8.83000000e+01,1.64464121e-01,2.48222193e+05
8.83500000e+01,1.64581236e-01,2.50967710e+05
8.84000000e+01,1.64697726e-01,2.53743594e+05
8.84500000e+01,1.64813138e-01,2.56550181e+05
8.85000000e+01,1.64927028e-01,2.59387812e+05
8.85500000e+01,1.65038961e-01,2.62256828e+05
8.86000000e+01,1.65148516e-01,2.65157578e+05
8.86500000e+01,1.65255285e-01,2.68090413e+05
8.87000000e+01,1.65358880e-01,2.71055686e+05
8.87500000e+01,1.65458933e-01,2.74053758e+05
8.88000000e+01,1.65555092e-01,2.77084990e+05
8.88500000e+01,1.65647027e-01,2.80149751e+05
8.89000000e+01,1.65734432e-01,2.83248409e+05
8.89500000e+01,1.65817035e-01,2.86381341e+05
8.90000000e+01,1.65894587e-01,2.89548926e+05
8.90500000e+01,1.65966864e-01,2.92751546e+05
8.91000000e+01,1.66033676e-01,2.95989590e+05
8.91500000e+01,1.66094861e-01,2.99263448e+05
8.92000000e+01,1.66150290e-01,3.02573518e+05
8.92500000e+01,1.66199866e-01,3.05920200e+05
8.93000000e+01,1.66243527e-01,3.09303899e+05
8.93500000e+01,1.66281237e-01,3.12725023e+05
8.94000000e+01,1.66312994e-01,3.16183988e+05
8.94500000e+01,1.66338827e-01,3.19681211e+05
8.95000000e+01,1.66358801e-01,3.23217116e+05
8.95500000e+01,1.66373011e-01,3.26792131e+05
8.96000000e+01,1.66381583e-01,3.30406688e+05
8.96500000e+01,1.66384670e-01,3.34061225e+05
8.97000000e+01,1.66382454e-01,3.37756183e+05
8.97500000e+01,1.66375143e-01,3.41492011e+05
8.98000000e+01,1.66362979e-01,3.45269159e+05
8.98500000e+01,1.66346230e-01,3.49088085e+05
8.99000000e+01,1.66325189e-01,3.52949252e+05
8.99500000e+01,1.66300170e-01,3.56853126e+05
9.00000000e+01,1.66271504e-01,3.60800179e+05
9.00500000e+01,1.66239539e-01,3.64790890e+05
9.01000000e+01,1.66204640e-01,3.68825740e+05
9.01500000e+01,1.66167183e-01,3.72905219e+05
9.02000000e+01,1.66127558e-01,3.77029821e+05
9.02500000e+01,1.66086164e-01,3.81200043e+05
9.03000000e+01,1.66043407e-01,3.85416391e+05
9.03500000e+01,1.65999695e-01,3.89679374e+05
9.04000000e+01,1.65955436e-01,3.93989510e+05
9.04500000e+01,1.65911040e-01,3.98347318e+05
9.05000000e+01,1.65866914e-01,4.02753328e+05
9.05500000e+01,1.65823456e-01,4.07208070e+05
9.06000000e+01,1.65781057e-01,4.11712086e+05
9.06500000e+01,1.65740102e-01,4.16265919e+05
9.07000000e+01,1.65700962e-01,4.20870121e+05
9.07500000e+01,1.65663996e-01,4.25525248e+05
9.08000000e+01,1.65629544e-01,4.30231865e+05
9.08500000e+01,1.65597931e-01,4.34990540e+05
9.09000000e+01,1.65569464e-01,4.39801850e+05
9.09500000e+01,1.65544433e-01,4.44666376e+05
9.10000000e+01,1.65523107e-01,4.49584707e+05
9.10500000e+01,1.65505731e-01,4.54557439e+05
9.11000000e+01,1.65492526e-01,4.59585173e+05
9.11500000e+01,1.65483686e-01,4.64668517e+05
9.12000000e+01,1.65479386e-01,4.69808086e+05
9.12500000e+01,1.65479772e-01,4.75004503e+05
9.13000000e+01,1.65484962e-01,4.80258396e+05
9.13500000e+01,1.65495040e-01,4.85570401e+05
9.14000000e+01,1.65510069e-01,4.90941160e+05
9.14500000e+01,1.65530084e-01,4.96371324e+05
9.15000000e+01,1.65555098e-01,5.01861550e+05
9.15500000e+01,1.65585095e-01,5.07412501e+05
9.16000000e+01,1.65620030e-01,5.13024850e+05
9.16500000e+01,1.65659834e-01,5.18699275e+05
9.17000000e+01,1.65704408e-01,5.24436464e+05
9.17500000e+01,1.65753626e-01,5.30237110e+05
9.18000000e+01,1.65807335e-01,5.36101916e+05
9.18500000e+01,1.65865356e-01,5.42031590e+05
9.19000000e+01,1.65927486e-01,5.48026851e+05
9.19500000e+01,1.65993499e-01,5.54088424e+05
9.20000000e+01,1.66063146e-01,5.60217042e+05
9.20500000e+01,1.66136159e-01,5.66413447e+05
9.21000000e+01,1.66212252e-01,5.72678389e+05
9.21500000e+01,1.66291123e-01,5.79012626e+05
9.22000000e+01,1.66372454e-01,5.85416924e+05
9.22500000e+01,1.66455911e-01,5.91892058e+05
9.23000000e+01,1.66541153e-01,5.98438812e+05
9.23500000e+01,1.66627829e-01,6.05057978e+05
9.24000000e+01,1.66715575e-01,6.11750356e+05
9.24500000e+01,1.66804019e-01,6.18516757e+05
9.25000000e+01,1.66892778e-01,6.25357999e+05
9.25500000e+01,1.66981464e-01,6.32274910e+05
9.26000000e+01,1.67069691e-01,6.39268327e+05
9.26500000e+01,1.67157073e-01,6.46339097e+05
9.27000000e+01,1.67243230e-01,6.53488074e+05
9.27500000e+01,1.67327780e-01,6.60716125e+05
9.28000000e+01,1.67410348e-01,6.68024122e+05
9.28500000e+01,1.67490565e-01,6.75412952e+05
9.29000000e+01,1.67568075e-01,6.82883507e+05
9.29500000e+01,1.67642532e-01,6.90436692e+05
9.30000000e+01,1.67713603e-01,6.98073420e+05
9.30500000e+01,1.67780971e-01,7.05794617e+05
9.31000000e+01,1.67844338e-01,7.13601215e+05
9.31500000e+01,1.67903426e-01,7.21494160e+05
9.32000000e+01,1.67957977e-01,7.29474407e+05
9.32500000e+01,1.68007750e-01,7.37542921e+05
9.33000000e+01,1.68052529e-01,7.45700678e+05
9.33500000e+01,1.68092125e-01,7.53948666e+05
9.34000000e+01,1.68126377e-01,7.62287883e+05
9.34500000e+01,1.68155147e-01,7.70719338e+05
9.35000000e+01,1.68178325e-01,7.79244051e+05
9.35500000e+01,1.68195831e-01,7.87863053e+05
9.36000000e+01,1.68207613e-01,7.96577387e+05
9.36500000e+01,1.68213647e-01,8.05388109e+05
9.37000000e+01,1.68213938e-01,8.14296283e+05
9.37500000e+01,1.68208520e-01,8.23302988e+05
9.38000000e+01,1.68197462e-01,8.32409314e+05
9.38500000e+01,1.68180860e-01,8.41616363e+05
9.39000000e+01,1.68158839e-01,8.50925248e+05
9.39500000e+01,1.68131548e-01,8.60337096e+05
9.40000000e+01,1.68099162e-01,8.69853045e+05
9.40500000e+01,1.68061878e-01,8.79474248e+05
9.41000000e+01,1.68019919e-01,8.89201869e+05
9.41500000e+01,1.67973529e-01,8.99037084e+05
9.42000000e+01,1.67922975e-01,9.08981084e+05
9.42500000e+01,1.67868538e-01,9.19035071e+05
9.43000000e+01,1.67810518e-01,9.29200263e+05
9.43500000e+01,1.67749234e-01,9.39477889e+05
9.44000000e+01,1.67685015e-01,9.49869193e+05
9.44500000e+01,1.67618201e-01,9.60375433e+05
9.45000000e+01,1.67549142e-01,9.70997879e+05
9.45500000e+01,1.67478203e-01,9.81737817e+05
9.46000000e+01,1.67405752e-01,9.92596547e+05
9.46500000e+01,1.67332160e-01,1.00357538e+06
9.47000000e+01,1.67257797e-01,1.01467565e+06
9.47500000e+01,1.67183029e-01,1.02589870e+06
9.48000000e+01,1.67108221e-01,1.03724588e+06
9.48500000e+01,1.67033735e-01,1.04871857e+06
9.49000000e+01,1.66959934e-01,1.06031815e+06
9.49500000e+01,1.66887177e-01,1.07204604e+06
9.50000000e+01,1.66815812e-01,1.08390364e+06
9.50500000e+01,1.66746176e-01,1.09589240e+06
9.51000000e+01,1.66678589e-01,1.10801376e+06
9.51500000e+01,1.66613352e-01,1.12026919e+06
9.52000000e+01,1.66550754e-01,1.13266018e+06
9.52500000e+01,1.66491065e-01,1.14518822e+06
9.53000000e+01,1.66434537e-01,1.15785483e+06
9.53500000e+01,1.66381406e-01,1.17066154e+06
9.54000000e+01,1.66331884e-01,1.18360990e+06
9.54500000e+01,1.66286158e-01,1.19670148e+06
9.55000000e+01,1.66244401e-01,1.20993786e+06
9.55500000e+01,1.66206767e-01,1.22332065e+06
9.56000000e+01,1.66173388e-01,1.23685146e+06
9.56500000e+01,1.66144372e-01,1.25053193e+06
9.57000000e+01,1.66119794e-01,1.26436372e+06
9.57500000e+01,1.66099709e-01,1.27834849e+06
9.58000000e+01,1.66084148e-01,1.29248795e+06
9.58500000e+01,1.66073118e-01,1.30678380e+06
9.59000000e+01,1.66066598e-01,1.32123777e+06
9.59500000e+01,1.66064546e-01,1.33585162e+06
9.60000000e+01,1.66066899e-01,1.35062710e+06
9.60500000e+01,1.66073569e-01,1.36556601e+06
9.61000000e+01,1.66084447e-01,1.38067016e+06
9.61500000e+01,1.66099405e-01,1.39594137e+06
9.62000000e+01,1.66118292e-01,1.41138149e+06
9.62500000e+01,1.66140934e-01,1.42699239e+06
9.63000000e+01,1.66167134e-01,1.44277596e+06
9.63500000e+01,1.66196680e-01,1.45873410e+06
9.64000000e+01,1.66229342e-01,1.47486875e+06
9.64500000e+01,1.66264874e-01,1.49118187e+06
9.65000000e+01,1.66303016e-01,1.50767542e+06
9.65500000e+01,1.66343492e-01,1.52435140e+06
9.66000000e+01,1.66386013e-01,1.54121182e+06
9.66500000e+01,1.66430275e-01,1.55825874e+06
9.67000000e+01,1.66475971e-01,1.57549421e+06
9.67500000e+01,1.66522784e-01,1.59292031e+06
9.68000000e+01,1.66570392e-01,1.61053916e+06
9.68500000e+01,1.66618468e-01,1.62835289e+06
9.69000000e+01,1.66666680e-01,1.64636365e+06
9.69500000e+01,1.66714696e-01,1.66457362e+06
9.70000000e+01,1.66762183e-01,1.68298500e+06
9.70500000e+01,1.66808815e-01,1.70160003e+06
9.71000000e+01,1.66854265e-01,1.72042096e+06
9.71500000e+01,1.66898213e-01,1.73945006e+06
9.72000000e+01,1.66940342e-01,1.75868963e+06
9.72500000e+01,1.66980345e-01,1.77814201e+06
9.73000000e+01,1.67017930e-01,1.79780955e+06
9.73500000e+01,1.67052818e-01,1.81769462e+06
9.74000000e+01,1.67084744e-01,1.83779963e+06
9.74500000e+01,1.67113458e-01,1.85812703e+06
9.75000000e+01,1.67138730e-01,1.87867925e+06
9.75500000e+01,1.67160348e-01,1.89945880e+06
9.76000000e+01,1.67178118e-01,1.92046819e+06
9.76500000e+01,1.67191866e-01,1.94170996e+06
9.77000000e+01,1.67201443e-01,1.96318667e+06
9.77500000e+01,1.67206724e-01,1.98490093e+06
9.78000000e+01,1.67207610e-01,2.00685537e+06
9.78500000e+01,1.67204027e-01,2.02905264e+06
9.79000000e+01,1.67195923e-01,2.05149543e+06
9.79500000e+01,1.67183275e-01,2.07418645e+06
9.80000000e+01,1.67166081e-01,2.09712845e+06
9.80500000e+01,1.67144366e-01,2.12032421e+06
9.81000000e+01,1.67118174e-01,2.14377653e+06
9.81500000e+01,1.67087578e-01,2.16748824e+06
9.82000000e+01,1.67052679e-01,2.19146223e+06
9.82500000e+01,1.67013597e-01,2.21570138e+06
9.83000000e+01,1.66970475e-01,2.24020864e+06
9.83500000e+01,1.66923475e-01,2.26498697e+06
9.84000000e+01,1.66872778e-01,2.29003936e+06
9.84500000e+01,1.66818584e-01,2.31536885e+06
9.85000000e+01,1.66761111e-01,2.34097850e+06
9.85500000e+01,1.66700596e-01,2.36687142e+06
9.86000000e+01,1.66637294e-01,2.39305072e+06
9.86500000e+01,1.66571477e-01,2.41951959e+06
9.87000000e+01,1.66503430e-01,2.44628123e+06
9.87500000e+01,1.66433451e-01,2.47333887e+06
9.88000000e+01,1.66361843e-01,2.50069578e+06
9.88500000e+01,1.66288916e-01,2.52835528e+06
9.89000000e+01,1.66214987e-01,2.55632072e+06
9.89500000e+01,1.66140375e-01,2.58459547e+06
9.90000000e+01,1.66065400e-01,2.61318296e+06
9.90500000e+01,1.65990380e-01,2.64208666e+06
9.91000000e+01,1.65915632e-01,2.67131004e+06
9.91500000e+01,1.65841470e-01,2.70085666e+06
9.92000000e+01,1.65768203e-01,2.73073009e+06
9.92500000e+01,1.65696130e-01,2.76093394e+06
9.93000000e+01,1.65625542e-01,2.79147186e+06
9.93500000e+01,1.65556714e-01,2.82234756e+06
9.94000000e+01,1.65489913e-01,2.85356476e+06
9.94500000e+01,1.65425393e-01,2.88512725e+06
9.95000000e+01,1.65363398e-01,2.91703884e+06
9.95500000e+01,1.65304161e-01,2.94930339e+06
9.96000000e+01,1.65247897e-01,2.98192482e+06
9.96500000e+01,1.65194804e-01,3.01490706e+06
9.97000000e+01,1.65145065e-01,3.04825411e+06
9.97500000e+01,1.65098843e-01,3.08197001e+06
9.98000000e+01,1.65056285e-01,3.11605882e+06
9.98500000e+01,1.65017516e-01,3.15052468e+06
9.99000000e+01,1.64982642e-01,3.18537176e+06
9.99500000e+01,1.64951744e-01,3.22060428e+06
