t_over_tau_th,nr_frac_eps_0.0,nr_frac_eps_0.05,nr_frac_eps_0.1,nr_frac_eps_0.2,nr_frac_eps_0.3,nr_frac_eps_0.5
2.63063063e+02,9.52239235e-03,5.98798096e-03,4.64337301e-03,2.92171405e-03,1.75785302e-03,1.92321651e-04
2.63363363e+02,9.53326710e-03,5.99481038e-03,4.64866847e-03,2.92504695e-03,1.75985887e-03,1.92541214e-04
2.63663664e+02,9.54414186e-03,6.00163978e-03,4.65396391e-03,2.92837986e-03,1.76186471e-03,1.92760776e-04
2.63963964e+02,9.55501663e-03,6.00846917e-03,4.65925934e-03,2.93171275e-03,1.76387055e-03,1.92980339e-04
2.64264264e+02,9.56589141e-03,6.01529855e-03,4.66455476e-03,2.93504565e-03,1.76587638e-03,1.93199902e-04
2.64564565e+02,9.57676620e-03,6.02212791e-03,4.66985016e-03,2.93837853e-03,1.76788222e-03,1.93419464e-04
2.64864865e+02,9.58764100e-03,6.02895726e-03,4.67514556e-03,2.94171141e-03,1.76988805e-03,1.93639027e-04
2.65165165e+02,9.59851581e-03,6.03578659e-03,4.68044094e-03,2.94504429e-03,1.77189388e-03,1.93858590e-04
2.65465465e+02,9.60939063e-03,6.04261591e-03,4.68573631e-03,2.94837716e-03,1.77389971e-03,1.94078153e-04
2.65765766e+02,9.62026545e-03,6.04944522e-03,4.69103167e-03,2.95171002e-03,1.77590554e-03,1.94297716e-04
2.66066066e+02,9.63114029e-03,6.05627451e-03,4.69632702e-03,2.95504288e-03,1.77791137e-03,1.94517278e-04
2.66366366e+02,9.64201513e-03,6.06310378e-03,4.70162235e-03,2.95837574e-03,1.77991719e-03,1.94736841e-04
2.66666667e+02,9.65288998e-03,6.06993304e-03,4.70691768e-03,2.96170858e-03,1.78192301e-03,1.94956404e-04
2.66966967e+02,9.66376485e-03,6.07676229e-03,4.71221299e-03,2.96504143e-03,1.78392883e-03,1.95175967e-04
2.67267267e+02,9.67463972e-03,6.08359153e-03,4.71750829e-03,2.96837427e-03,1.78593465e-03,1.95395531e-04
2.67567568e+02,9.68551460e-03,6.09042074e-03,4.72280357e-03,2.97170710e-03,1.78794047e-03,1.95615094e-04
2.67867868e+02,9.69638949e-03,6.09724995e-03,4.72809885e-03,2.97503992e-03,1.78994628e-03,1.95834657e-04
2.68168168e+02,9.70726439e-03,6.10407914e-03,4.73339411e-03,2.97837274e-03,1.79195209e-03,1.96054220e-04
2.68468468e+02,9.71813930e-03,6.11090832e-03,4.73868936e-03,2.98170556e-03,1.79395790e-03,1.96273783e-04
2.68768769e+02,9.72901422e-03,6.11773748e-03,4.74398460e-03,2.98503837e-03,1.79596371e-03,1.96493347e-04
2.69069069e+02,9.73988915e-03,6.12456663e-03,4.74927983e-03,2.98837118e-03,1.79796952e-03,1.96712910e-04
2.69369369e+02,9.75076409e-03,6.13139576e-03,4.75457505e-03,2.99170397e-03,1.79997532e-03,1.96932473e-04
2.69669670e+02,9.76163903e-03,6.13822488e-03,4.75987025e-03,2.99503677e-03,1.80198113e-03,1.97152037e-04
2.69969970e+02,9.77251399e-03,6.14505399e-03,4.76516544e-03,2.99836956e-03,1.80398693e-03,1.97371600e-04
2.70270270e+02,9.78338895e-03,6.15188308e-03,4.77046062e-03,3.00170234e-03,1.80599272e-03,1.97591163e-04
2.70570571e+02,9.79426393e-03,6.15871216e-03,4.77575579e-03,3.00503512e-03,1.80799852e-03,1.97810727e-04
2.70870871e+02,9.80513891e-03,6.16554122e-03,4.78105095e-03,3.00836789e-03,1.81000432e-03,1.98030290e-04
2.71171171e+02,9.81601390e-03,6.17237027e-03,4.78634609e-03,3.01170066e-03,1.81201011e-03,1.98249854e-04
2.71471471e+02,9.82688890e-03,6.17919930e-03,4.79164122e-03,3.01503342e-03,1.81401590e-03,1.98469418e-04
2.71771772e+02,9.83776392e-03,6.18602832e-03,4.79693634e-03,3.01836617e-03,1.81602169e-03,1.98688981e-04
2.72072072e+02,9.84863894e-03,6.19285733e-03,4.80223145e-03,3.02169892e-03,1.81802748e-03,1.98908545e-04
2.72372372e+02,9.85951397e-03,6.19968632e-03,4.80752655e-03,3.02503167e-03,1.82003326e-03,1.99128109e-04
2.72672673e+02,9.87038900e-03,6.20651530e-03,4.81282163e-03,3.02836441e-03,1.82203905e-03,1.99347673e-04
2.72972973e+02,9.88126405e-03,6.21334426e-03,4.81811671e-03,3.03169714e-03,1.82404483e-03,1.99567236e-04
2.73273273e+02,9.89213911e-03,6.22017321e-03,4.82341177e-03,3.03502987e-03,1.82605061e-03,1.99786800e-04
2.73573574e+02,9.90301418e-03,6.22700214e-03,4.82870682e-03,3.03836259e-03,1.82805639e-03,2.00006364e-04
2.73873874e+02,9.91388925e-03,6.23383107e-03,4.83400186e-03,3.04169531e-03,1.83006216e-03,2.00225928e-04
2.74174174e+02,9.92476434e-03,6.24065997e-03,4.83929688e-03,3.04502802e-03,1.83206794e-03,2.00445492e-04
2.74474474e+02,9.93563943e-03,6.24748886e-03,4.84459189e-03,3.04836073e-03,1.83407371e-03,2.00665056e-04
2.74774775e+02,9.94651453e-03,6.25431774e-03,4.84988690e-03,3.05169343e-03,1.83607948e-03,2.00884620e-04
2.75075075e+02,9.95738964e-03,6.26114661e-03,4.85518188e-03,3.05502613e-03,1.83808525e-03,2.01104184e-04
2.75375375e+02,9.96826477e-03,6.26797546e-03,4.86047686e-03,3.05835882e-03,1.84009101e-03,2.01323748e-04
2.75675676e+02,9.97913990e-03,6.27480429e-03,4.86577183e-03,3.06169150e-03,1.84209678e-03,2.01543313e-04
2.75975976e+02,9.99001504e-03,6.28163311e-03,4.87106678e-03,3.06502418e-03,1.84410254e-03,2.01762877e-04
2.76276276e+02,1.00008902e-02,6.28846192e-03,4.87636172e-03,3.06835686e-03,1.84610830e-03,2.01982441e-04
2.76576577e+02,1.00117653e-02,6.29529071e-03,4.88165665e-03,3.07168953e-03,1.84811406e-03,2.02202005e-04
2.76876877e+02,1.00226405e-02,6.30211949e-03,4.88695157e-03,3.07502219e-03,1.85011982e-03,2.02421570e-04
2.77177177e+02,1.00335157e-02,6.30894825e-03,4.89224648e-03,3.07835485e-03,1.85212557e-03,2.02641134e-04
2.77477477e+02,1.00443909e-02,6.31577700e-03,4.89754137e-03,3.08168750e-03,1.85413132e-03,2.02860698e-04
2.77777778e+02,1.00552661e-02,6.32260574e-03,4.90283626e-03,3.08502015e-03,1.85613707e-03,2.03080263e-04
2.78078078e+02,1.00661413e-02,6.32943446e-03,4.90813113e-03,3.08835279e-03,1.85814282e-03,2.03299827e-04
2.78378378e+02,1.00770165e-02,6.33626317e-03,4.91342598e-03,3.09168542e-03,1.86014857e-03,2.03519392e-04
2.78678679e+02,1.00878917e-02,6.34309186e-03,4.91872083e-03,3.09501806e-03,1.86215432e-03,2.03738957e-04
2.78978979e+02,1.00987669e-02,6.34992054e-03,4.92401567e-03,3.09835068e-03,1.86416006e-03,2.03958521e-04
2.79279279e+02,1.01096422e-02,6.35674921e-03,4.92931049e-03,3.10168330e-03,1.86616580e-03,2.04178086e-04
2.79579580e+02,1.01205174e-02,6.36357786e-03,4.93460530e-03,3.10501591e-03,1.86817154e-03,2.04397650e-04
2.79879880e+02,1.01313927e-02,6.37040649e-03,4.93990010e-03,3.10834852e-03,1.87017728e-03,2.04617215e-04
2.80180180e+02,1.01422680e-02,6.37723511e-03,4.94519489e-03,3.11168113e-03,1.87218301e-03,2.04836780e-04
2.80480480e+02,1.01531432e-02,6.38406372e-03,4.95048966e-03,3.11501373e-03,1.87418875e-03,2.05056345e-04
2.80780781e+02,1.01640185e-02,6.39089232e-03,4.95578442e-03,3.11834632e-03,1.87619448e-03,2.05275910e-04
2.81081081e+02,1.01748938e-02,6.39772089e-03,4.96107918e-03,3.12167890e-03,1.87820021e-03,2.05495475e-04
2.81381381e+02,1.01857691e-02,6.40454946e-03,4.96637392e-03,3.12501149e-03,1.88020594e-03,2.05715039e-04
2.81681682e+02,1.01966444e-02,6.41137801e-03,4.97166864e-03,3.12834406e-03,1.88221166e-03,2.05934604e-04
2.81981982e+02,1.02075198e-02,6.41820655e-03,4.97696336e-03,3.13167663e-03,1.88421739e-03,2.06154169e-04
2.82282282e+02,1.02183951e-02,6.42503507e-03,4.98225806e-03,3.13500920e-03,1.88622311e-03,2.06373734e-04
2.82582583e+02,1.02292704e-02,6.43186358e-03,4.98755275e-03,3.13834176e-03,1.88822883e-03,2.06593300e-04
2.82882883e+02,1.02401458e-02,6.43869207e-03,4.99284743e-03,3.14167431e-03,1.89023455e-03,2.06812865e-04
2.83183183e+02,1.02510211e-02,6.44552055e-03,4.99814210e-03,3.14500686e-03,1.89224026e-03,2.07032430e-04
2.83483483e+02,1.02618965e-02,6.45234902e-03,5.00343676e-03,3.14833941e-03,1.89424598e-03,2.07251995e-04
2.83783784e+02,1.02727719e-02,6.45917747e-03,5.00873140e-03,3.15167194e-03,1.89625169e-03,2.07471560e-04
2.84084084e+02,1.02836473e-02,6.46600590e-03,5.01402604e-03,3.15500448e-03,1.89825740e-03,2.07691126e-04
2.84384384e+02,1.02945227e-02,6.47283433e-03,5.01932066e-03,3.15833700e-03,1.90026311e-03,2.07910691e-04
2.84684685e+02,1.03053981e-02,6.47966274e-03,5.02461526e-03,3.16166953e-03,1.90226882e-03,2.08130256e-04
2.84984985e+02,1.03162735e-02,6.48649113e-03,5.02990986e-03,3.16500204e-03,1.90427452e-03,2.08349822e-04
2.85285285e+02,1.03271489e-02,6.49331951e-03,5.03520445e-03,3.16833455e-03,1.90628023e-03,2.08569387e-04
2.85585586e+02,1.03380243e-02,6.50014788e-03,5.04049902e-03,3.17166706e-03,1.90828593e-03,2.08788953e-04
2.85885886e+02,1.03488998e-02,6.50697623e-03,5.04579358e-03,3.17499956e-03,1.91029163e-03,2.09008518e-04
2.86186186e+02,1.03597752e-02,6.51380456e-03,5.05108813e-03,3.17833205e-03,1.91229732e-03,2.09228084e-04
2.86486486e+02,1.03706507e-02,6.52063289e-03,5.05638266e-03,3.18166454e-03,1.91430302e-03,2.09447649e-04
2.86786787e+02,1.03815262e-02,6.52746120e-03,5.06167719e-03,3.18499703e-03,1.91630871e-03,2.09667215e-04
2.87087087e+02,1.03924016e-02,6.53428949e-03,5.06697170e-03,3.18832950e-03,1.91831440e-03,2.09886781e-04
2.87387387e+02,1.04032771e-02,6.54111777e-03,5.07226620e-03,3.19166198e-03,1.92032009e-03,2.10106346e-04
2.87687688e+02,1.04141526e-02,6.54794604e-03,5.07756069e-03,3.19499444e-03,1.92232578e-03,2.10325912e-04
2.87987988e+02,1.04250281e-02,6.55477429e-03,5.08285517e-03,3.19832691e-03,1.92433147e-03,2.10545478e-04
2.88288288e+02,1.04359036e-02,6.56160253e-03,5.08814964e-03,3.20165936e-03,1.92633715e-03,2.10765044e-04
2.88588589e+02,1.04467792e-02,6.56843075e-03,5.09344409e-03,3.20499181e-03,1.92834283e-03,2.10984610e-04
2.88888889e+02,1.04576547e-02,6.57525896e-03,5.09873853e-03,3.20832426e-03,1.93034851e-03,2.11204175e-04
2.89189189e+02,1.04685302e-02,6.58208715e-03,5.10403296e-03,3.21165670e-03,1.93235419e-03,2.11423741e-04
2.89489489e+02,1.04794058e-02,6.58891533e-03,5.10932738e-03,3.21498913e-03,1.93435987e-03,2.11643307e-04
2.89789790e+02,1.04902814e-02,6.59574350e-03,5.11462179e-03,3.21832156e-03,1.93636554e-03,2.11862873e-04
2.90090090e+02,1.05011569e-02,6.60257165e-03,5.11991618e-03,3.22165399e-03,1.93837122e-03,2.12082439e-04
2.90390390e+02,1.05120325e-02,6.60939979e-03,5.12521056e-03,3.22498641e-03,1.94037689e-03,2.12302006e-04
2.90690691e+02,1.05229081e-02,6.61622791e-03,5.13050493e-03,3.22831882e-03,1.94238255e-03,2.12521572e-04
2.90990991e+02,1.05337837e-02,6.62305602e-03,5.13579929e-03,3.23165123e-03,1.94438822e-03,2.12741138e-04
2.91291291e+02,1.05446593e-02,6.62988412e-03,5.14109364e-03,3.23498363e-03,1.94639389e-03,2.12960704e-04
2.91591592e+02,1.05555349e-02,6.63671220e-03,5.14638797e-03,3.23831603e-03,1.94839955e-03,2.13180270e-04
2.91891892e+02,1.05664105e-02,6.64354026e-03,5.15168229e-03,3.24164842e-03,1.95040521e-03,2.13399837e-04
2.92192192e+02,1.05772862e-02,6.65036832e-03,5.15697660e-03,3.24498080e-03,1.95241087e-03,2.13619403e-04
2.92492492e+02,1.05881618e-02,6.65719636e-03,5.16227090e-03,3.24831318e-03,1.95441653e-03,2.13838969e-04
2.92792793e+02,1.05990374e-02,6.66402438e-03,5.16756519e-03,3.25164556e-03,1.95642218e-03,2.14058536e-04
2.93093093e+02,1.06099131e-02,6.67085239e-03,5.17285946e-03,3.25497793e-03,1.95842783e-03,2.14278102e-04
2.93393393e+02,1.06207888e-02,6.67768038e-03,5.17815373e-03,3.25831029e-03,1.96043349e-03,2.14497669e-04
2.93693694e+02,1.06316645e-02,6.68450837e-03,5.18344798e-03,3.26164265e-03,1.96243914e-03,2.14717235e-04
2.93993994e+02,1.06425401e-02,6.69133633e-03,5.18874222e-03,3.26497500e-03,1.96444478e-03,2.14936802e-04
2.94294294e+02,1.06534158e-02,6.69816428e-03,5.19403644e-03,3.26830735e-03,1.96645043e-03,2.15156369e-04
2.94594595e+02,1.06642915e-02,6.70499222e-03,5.19933066e-03,3.27163969e-03,1.96845607e-03,2.15375935e-04
2.94894895e+02,1.06751672e-02,6.71182015e-03,5.20462486e-03,3.27497203e-03,1.97046171e-03,2.15595502e-04
2.95195195e+02,1.06860430e-02,6.71864806e-03,5.20991905e-03,3.27830436e-03,1.97246735e-03,2.15815069e-04
2.95495495e+02,1.06969187e-02,6.72547595e-03,5.21521323e-03,3.28163669e-03,1.97447299e-03,2.16034635e-04
2.95795796e+02,1.07077944e-02,6.73230383e-03,5.22050740e-03,3.28496901e-03,1.97647863e-03,2.16254202e-04
2.96096096e+02,1.07186702e-02,6.73913170e-03,5.22580156e-03,3.28830132e-03,1.97848426e-03,2.16473769e-04
2.96396396e+02,1.07295459e-02,6.74595955e-03,5.23109570e-03,3.29163363e-03,1.98048989e-03,2.16693336e-04
2.96696697e+02,1.07404217e-02,6.75278739e-03,5.23638983e-03,3.29496594e-03,1.98249553e-03,2.16912903e-04
2.96996997e+02,1.07512975e-02,6.75961522e-03,5.24168395e-03,3.29829823e-03,1.98450115e-03,2.17132470e-04
2.97297297e+02,1.07621733e-02,6.76644303e-03,5.24697806e-03,3.30163053e-03,1.98650678e-03,2.17352037e-04
2.97597598e+02,1.07730491e-02,6.77327082e-03,5.25227216e-03,3.30496281e-03,1.98851240e-03,2.17571604e-04
2.97897898e+02,1.07839249e-02,6.78009860e-03,5.25756624e-03,3.30829510e-03,1.99051803e-03,2.17791171e-04
2.98198198e+02,1.07948007e-02,6.78692637e-03,5.26286031e-03,3.31162737e-03,1.99252365e-03,2.18010738e-04
2.98498498e+02,1.08056765e-02,6.79375412e-03,5.26815437e-03,3.31495965e-03,1.99452927e-03,2.18230305e-04
2.98798799e+02,1.08165523e-02,6.80058186e-03,5.27344842e-03,3.31829191e-03,1.99653488e-03,2.18449873e-04
2.99099099e+02,1.08274282e-02,6.80740959e-03,5.27874246e-03,3.32162417e-03,1.99854050e-03,2.18669440e-04
2.99399399e+02,1.08383040e-02,6.81423730e-03,5.28403648e-03,3.32495643e-03,2.00054611e-03,2.18889007e-04
2.99699700e+02,1.08491799e-02,6.82106499e-03,5.28933050e-03,3.32828868e-03,2.00255172e-03,2.19108575e-04
3.00000000e+02,1.08600557e-02,6.82789268e-03,5.29462450e-03,3.33162092e-03,2.00455733e-03,2.19328142e-04
