t_over_tau_th,nr_frac_eps_0.0,nr_frac_eps_0.05,nr_frac_eps_0.1,nr_frac_eps_0.2,nr_frac_eps_0.3,nr_frac_eps_0.5
1.30930931e+02,4.73844448e-03,2.98166442e-03,2.31222066e-03,1.45470705e-03,8.75096505e-04,9.57179511e-05
1.31231231e+02,4.74931487e-03,2.98850005e-03,2.31752133e-03,1.45804235e-03,8.77103190e-04,9.59374963e-05
1.31531532e+02,4.76018526e-03,2.99533567e-03,2.32282200e-03,1.46137764e-03,8.79109873e-04,9.61570415e-05
1.31831832e+02,4.77105567e-03,3.00217127e-03,2.32812265e-03,1.46471293e-03,8.81116554e-04,9.63765868e-05
1.32132132e+02,4.78192608e-03,3.00900686e-03,2.33342329e-03,1.46804821e-03,8.83123232e-04,9.65961321e-05
1.32432432e+02,4.79279651e-03,3.01584243e-03,2.33872392e-03,1.47138349e-03,8.85129909e-04,9.68156775e-05
1.32732733e+02,4.80366695e-03,3.02267799e-03,2.34402454e-03,1.47471876e-03,8.87136584e-04,9.70352229e-05
1.33033033e+02,4.81453740e-03,3.02951353e-03,2.34932514e-03,1.47805403e-03,8.89143258e-04,9.72547683e-05
1.33333333e+02,4.82540786e-03,3.03634907e-03,2.35462574e-03,1.48138929e-03,8.91149929e-04,9.74743138e-05
1.33633634e+02,4.83627832e-03,3.04318458e-03,2.35992632e-03,1.48472455e-03,8.93156598e-04,9.76938593e-05
1.33933934e+02,4.84714880e-03,3.05002009e-03,2.36522689e-03,1.48805980e-03,8.95163266e-04,9.79134049e-05
1.34234234e+02,4.85801930e-03,3.05685557e-03,2.37052745e-03,1.49139504e-03,8.97169931e-04,9.81329505e-05
1.34534535e+02,4.86888980e-03,3.06369105e-03,2.37582800e-03,1.49473028e-03,8.99176595e-04,9.83524961e-05
1.34834835e+02,4.87976031e-03,3.07052651e-03,2.38112853e-03,1.49806551e-03,9.01183256e-04,9.85720418e-05
1.35135135e+02,4.89063083e-03,3.07736196e-03,2.38642905e-03,1.50140074e-03,9.03189916e-04,9.87915875e-05
1.35435435e+02,4.90150136e-03,3.08419739e-03,2.39172956e-03,1.50473597e-03,9.05196574e-04,9.90111333e-05
1.35735736e+02,4.91237190e-03,3.09103281e-03,2.39703006e-03,1.50807118e-03,9.07203230e-04,9.92306791e-05
1.36036036e+02,4.92324246e-03,3.09786821e-03,2.40233055e-03,1.51140640e-03,9.09209884e-04,9.94502249e-05
1.36336336e+02,4.93411302e-03,3.10470360e-03,2.40763102e-03,1.51474160e-03,9.11216536e-04,9.96697708e-05
1.36636637e+02,4.94498360e-03,3.11153898e-03,2.41293149e-03,1.51807680e-03,9.13223186e-04,9.98893167e-05
1.36936937e+02,4.95585418e-03,3.11837434e-03,2.41823194e-03,1.52141200e-03,9.15229835e-04,1.00108863e-04
1.37237237e+02,4.96672478e-03,3.12520969e-03,2.42353238e-03,1.52474719e-03,9.17236481e-04,1.00328409e-04
1.37537538e+02,4.97759538e-03,3.13204503e-03,2.42883281e-03,1.52808238e-03,9.19243125e-04,1.00547955e-04
1.37837838e+02,4.98846600e-03,3.13888035e-03,2.43413322e-03,1.53141756e-03,9.21249768e-04,1.00767501e-04
1.38138138e+02,4.99933663e-03,3.14571565e-03,2.43943363e-03,1.53475273e-03,9.23256409e-04,1.00987047e-04
1.38438438e+02,5.01020726e-03,3.15255095e-03,2.44473402e-03,1.53808790e-03,9.25263047e-04,1.01206593e-04
1.38738739e+02,5.02107791e-03,3.15938623e-03,2.45003440e-03,1.54142306e-03,9.27269684e-04,1.01426139e-04
1.39039039e+02,5.03194857e-03,3.16622149e-03,2.45533477e-03,1.54475822e-03,9.29276319e-04,1.01645685e-04
1.39339339e+02,5.04281924e-03,3.17305674e-03,2.46063513e-03,1.54809337e-03,9.31282952e-04,1.01865232e-04
1.39639640e+02,5.05368992e-03,3.17989198e-03,2.46593547e-03,1.55142852e-03,9.33289583e-04,1.02084778e-04
1.39939940e+02,5.06456061e-03,3.18672720e-03,2.47123581e-03,1.55476366e-03,9.35296212e-04,1.02304324e-04
1.40240240e+02,5.07543131e-03,3.19356241e-03,2.47653613e-03,1.55809880e-03,9.37302840e-04,1.02523871e-04
1.40540541e+02,5.08630202e-03,3.20039760e-03,2.48183644e-03,1.56143393e-03,9.39309465e-04,1.02743417e-04
1.40840841e+02,5.09717274e-03,3.20723278e-03,2.48713673e-03,1.56476905e-03,9.41316088e-04,1.02962964e-04
1.41141141e+02,5.10804347e-03,3.21406795e-03,2.49243702e-03,1.56810417e-03,9.43322710e-04,1.03182510e-04
1.41441441e+02,5.11891421e-03,3.22090310e-03,2.49773729e-03,1.57143929e-03,9.45329330e-04,1.03402057e-04
1.41741742e+02,5.12978496e-03,3.22773824e-03,2.50303756e-03,1.57477440e-03,9.47335947e-04,1.03621603e-04
1.42042042e+02,5.14065573e-03,3.23457336e-03,2.50833781e-03,1.57810950e-03,9.49342563e-04,1.03841150e-04
1.42342342e+02,5.15152650e-03,3.24140847e-03,2.51363804e-03,1.58144460e-03,9.51349177e-04,1.04060697e-04
1.42642643e+02,5.16239728e-03,3.24824357e-03,2.51893827e-03,1.58477969e-03,9.53355789e-04,1.04280243e-04
1.42942943e+02,5.17326808e-03,3.25507865e-03,2.52423849e-03,1.58811478e-03,9.55362399e-04,1.04499790e-04
1.43243243e+02,5.18413888e-03,3.26191372e-03,2.52953869e-03,1.59144986e-03,9.57369007e-04,1.04719337e-04
1.43543544e+02,5.19500970e-03,3.26874877e-03,2.53483888e-03,1.59478494e-03,9.59375613e-04,1.04938884e-04
1.43843844e+02,5.20588052e-03,3.27558381e-03,2.54013906e-03,1.59812001e-03,9.61382218e-04,1.05158431e-04
1.44144144e+02,5.21675136e-03,3.28241884e-03,2.54543923e-03,1.60145508e-03,9.63388820e-04,1.05377977e-04
1.44444444e+02,5.22762220e-03,3.28925385e-03,2.55073938e-03,1.60479014e-03,9.65395421e-04,1.05597524e-04
1.44744745e+02,5.23849306e-03,3.29608885e-03,2.55603953e-03,1.60812519e-03,9.67402019e-04,1.05817071e-04
1.45045045e+02,5.24936393e-03,3.30292383e-03,2.56133966e-03,1.61146024e-03,9.69408616e-04,1.06036618e-04
1.45345345e+02,5.26023481e-03,3.30975880e-03,2.56663978e-03,1.61479528e-03,9.71415211e-04,1.06256165e-04
1.45645646e+02,5.27110569e-03,3.31659376e-03,2.57193989e-03,1.61813032e-03,9.73421803e-04,1.06475713e-04
1.45945946e+02,5.28197659e-03,3.32342870e-03,2.57723998e-03,1.62146536e-03,9.75428394e-04,1.06695260e-04
1.46246246e+02,5.29284750e-03,3.33026363e-03,2.58254007e-03,1.62480038e-03,9.77434983e-04,1.06914807e-04
1.46546547e+02,5.30371842e-03,3.33709854e-03,2.58784014e-03,1.62813541e-03,9.79441571e-04,1.07134354e-04
1.46846847e+02,5.31458935e-03,3.34393344e-03,2.59314020e-03,1.63147042e-03,9.81448156e-04,1.07353901e-04
1.47147147e+02,5.32546029e-03,3.35076832e-03,2.59844025e-03,1.63480543e-03,9.83454739e-04,1.07573449e-04
1.47447447e+02,5.33633124e-03,3.35760320e-03,2.60374029e-03,1.63814044e-03,9.85461320e-04,1.07792996e-04
1.47747748e+02,5.34720220e-03,3.36443805e-03,2.60904031e-03,1.64147544e-03,9.87467900e-04,1.08012543e-04
1.48048048e+02,5.35807317e-03,3.37127290e-03,2.61434033e-03,1.64481043e-03,9.89474477e-04,1.08232091e-04
1.48348348e+02,5.36894415e-03,3.37810773e-03,2.61964033e-03,1.64814542e-03,9.91481053e-04,1.08451638e-04
1.48648649e+02,5.37981514e-03,3.38494254e-03,2.62494032e-03,1.65148041e-03,9.93487627e-04,1.08671186e-04
1.48948949e+02,5.39068615e-03,3.39177734e-03,2.63024030e-03,1.65481539e-03,9.95494199e-04,1.08890733e-04
1.49249249e+02,5.40155716e-03,3.39861213e-03,2.63554026e-03,1.65815036e-03,9.97500769e-04,1.09110281e-04
1.49549550e+02,5.41242818e-03,3.40544690e-03,2.64084022e-03,1.66148533e-03,9.99507337e-04,1.09329828e-04
1.49849850e+02,5.42329922e-03,3.41228166e-03,2.64614016e-03,1.66482029e-03,1.00151390e-03,1.09549376e-04
1.50150150e+02,5.43417026e-03,3.41911641e-03,2.65144009e-03,1.66815525e-03,1.00352047e-03,1.09768924e-04
1.50450450e+02,5.44504131e-03,3.42595114e-03,2.65674001e-03,1.67149020e-03,1.00552703e-03,1.09988471e-04
1.50750751e+02,5.45591238e-03,3.43278585e-03,2.66203991e-03,1.67482515e-03,1.00753359e-03,1.10208019e-04
1.51051051e+02,5.46678345e-03,3.43962056e-03,2.66733981e-03,1.67816009e-03,1.00954015e-03,1.10427567e-04
1.51351351e+02,5.47765454e-03,3.44645524e-03,2.67263969e-03,1.68149502e-03,1.01154670e-03,1.10647115e-04
1.51651652e+02,5.48852563e-03,3.45328992e-03,2.67793956e-03,1.68482995e-03,1.01355326e-03,1.10866663e-04
1.51951952e+02,5.49939674e-03,3.46012458e-03,2.68323942e-03,1.68816488e-03,1.01555981e-03,1.11086211e-04
1.52252252e+02,5.51026785e-03,3.46695923e-03,2.68853927e-03,1.69149980e-03,1.01756636e-03,1.11305759e-04
1.52552553e+02,5.52113898e-03,3.47379386e-03,2.69383911e-03,1.69483471e-03,1.01957291e-03,1.11525307e-04
1.52852853e+02,5.53201012e-03,3.48062848e-03,2.69913893e-03,1.69816962e-03,1.02157946e-03,1.11744855e-04
1.53153153e+02,5.54288127e-03,3.48746308e-03,2.70443874e-03,1.70150452e-03,1.02358600e-03,1.11964403e-04
1.53453453e+02,5.55375242e-03,3.49429767e-03,2.70973854e-03,1.70483942e-03,1.02559255e-03,1.12183951e-04
1.53753754e+02,5.56462359e-03,3.50113225e-03,2.71503833e-03,1.70817431e-03,1.02759909e-03,1.12403499e-04
1.54054054e+02,5.57549477e-03,3.50796681e-03,2.72033811e-03,1.71150920e-03,1.02960563e-03,1.12623047e-04
1.54354354e+02,5.58636596e-03,3.51480136e-03,2.72563787e-03,1.71484408e-03,1.03161216e-03,1.12842596e-04
1.54654655e+02,5.59723716e-03,3.52163589e-03,2.73093762e-03,1.71817895e-03,1.03361870e-03,1.13062144e-04
1.54954955e+02,5.60810837e-03,3.52847041e-03,2.73623737e-03,1.72151382e-03,1.03562523e-03,1.13281692e-04
1.55255255e+02,5.61897959e-03,3.53530492e-03,2.74153709e-03,1.72484869e-03,1.03763177e-03,1.13501241e-04
1.55555556e+02,5.62985082e-03,3.54213941e-03,2.74683681e-03,1.72818355e-03,1.03963830e-03,1.13720789e-04
1.55855856e+02,5.64072206e-03,3.54897389e-03,2.75213652e-03,1.73151840e-03,1.04164482e-03,1.13940337e-04
1.56156156e+02,5.65159331e-03,3.55580835e-03,2.75743621e-03,1.73485325e-03,1.04365135e-03,1.14159886e-04
1.56456456e+02,5.66246457e-03,3.56264280e-03,2.76273589e-03,1.73818809e-03,1.04565787e-03,1.14379434e-04
1.56756757e+02,5.67333584e-03,3.56947724e-03,2.76803556e-03,1.74152293e-03,1.04766439e-03,1.14598983e-04
1.57057057e+02,5.68420712e-03,3.57631166e-03,2.77333522e-03,1.74485776e-03,1.04967092e-03,1.14818532e-04
1.57357357e+02,5.69507841e-03,3.58314607e-03,2.77863487e-03,1.74819259e-03,1.05167743e-03,1.15038080e-04
1.57657658e+02,5.70594971e-03,3.58998046e-03,2.78393450e-03,1.75152741e-03,1.05368395e-03,1.15257629e-04
1.57957958e+02,5.71682102e-03,3.59681484e-03,2.78923412e-03,1.75486223e-03,1.05569046e-03,1.15477178e-04
1.58258258e+02,5.72769235e-03,3.60364921e-03,2.79453373e-03,1.75819704e-03,1.05769698e-03,1.15696726e-04
1.58558559e+02,5.73856368e-03,3.61048356e-03,2.79983333e-03,1.76153184e-03,1.05970349e-03,1.15916275e-04
1.58858859e+02,5.74943502e-03,3.61731790e-03,2.80513292e-03,1.76486664e-03,1.06171000e-03,1.16135824e-04
1.59159159e+02,5.76030638e-03,3.62415222e-03,2.81043249e-03,1.76820144e-03,1.06371650e-03,1.16355373e-04
1.59459459e+02,5.77117774e-03,3.63098653e-03,2.81573206e-03,1.77153623e-03,1.06572301e-03,1.16574922e-04
1.59759760e+02,5.78204911e-03,3.63782082e-03,2.82103161e-03,1.77487101e-03,1.06772951e-03,1.16794471e-04
1.60060060e+02,5.79292050e-03,3.64465510e-03,2.82633115e-03,1.77820579e-03,1.06973601e-03,1.17014020e-04
1.60360360e+02,5.80379189e-03,3.65148937e-03,2.83163068e-03,1.78154056e-03,1.07174251e-03,1.17233569e-04
1.60660661e+02,5.81466330e-03,3.65832362e-03,2.83693019e-03,1.78487533e-03,1.07374901e-03,1.17453118e-04
1.60960961e+02,5.82553471e-03,3.66515786e-03,2.84222970e-03,1.78821009e-03,1.07575550e-03,1.17672667e-04
1.61261261e+02,5.83640614e-03,3.67199209e-03,2.84752919e-03,1.79154484e-03,1.07776200e-03,1.17892216e-04
1.61561562e+02,5.84727757e-03,3.67882630e-03,2.85282867e-03,1.79487959e-03,1.07976849e-03,1.18111765e-04
1.61861862e+02,5.85814902e-03,3.68566049e-03,2.85812814e-03,1.79821434e-03,1.08177498e-03,1.18331314e-04
1.62162162e+02,5.86902048e-03,3.69249468e-03,2.86342759e-03,1.80154908e-03,1.08378147e-03,1.18550864e-04
1.62462462e+02,5.87989194e-03,3.69932885e-03,2.86872704e-03,1.80488381e-03,1.08578795e-03,1.18770413e-04
1.62762763e+02,5.89076342e-03,3.70616300e-03,2.87402647e-03,1.80821854e-03,1.08779444e-03,1.18989962e-04
1.63063063e+02,5.90163491e-03,3.71299714e-03,2.87932589e-03,1.81155327e-03,1.08980092e-03,1.19209512e-04
1.63363363e+02,5.91250640e-03,3.71983127e-03,2.88462530e-03,1.81488799e-03,1.09180740e-03,1.19429061e-04
1.63663664e+02,5.92337791e-03,3.72666538e-03,2.88992470e-03,1.81822270e-03,1.09381388e-03,1.19648611e-04
1.63963964e+02,5.93424943e-03,3.73349948e-03,2.89522408e-03,1.82155741e-03,1.09582035e-03,1.19868160e-04
1.64264264e+02,5.94512096e-03,3.74033356e-03,2.90052346e-03,1.82489211e-03,1.09782683e-03,1.20087710e-04
1.64564565e+02,5.95599249e-03,3.74716763e-03,2.90582282e-03,1.82822680e-03,1.09983330e-03,1.20307259e-04
1.64864865e+02,5.96686404e-03,3.75400169e-03,2.91112217e-03,1.83156149e-03,1.10183977e-03,1.20526809e-04
1.65165165e+02,5.97773560e-03,3.76083573e-03,2.91642151e-03,1.83489618e-03,1.10384624e-03,1.20746359e-04
1.65465465e+02,5.98860717e-03,3.76766976e-03,2.92172083e-03,1.83823086e-03,1.10585270e-03,1.20965908e-04
1.65765766e+02,5.99947875e-03,3.77450377e-03,2.92702015e-03,1.84156554e-03,1.10785917e-03,1.21185458e-04
1.66066066e+02,6.01035034e-03,3.78133777e-03,2.93231945e-03,1.84490020e-03,1.10986563e-03,1.21405008e-04
1.66366366e+02,6.02122194e-03,3.78817176e-03,2.93761874e-03,1.84823487e-03,1.11187209e-03,1.21624558e-04
1.66666667e+02,6.03209355e-03,3.79500573e-03,2.94291802e-03,1.85156953e-03,1.11387855e-03,1.21844108e-04
1.66966967e+02,6.04296517e-03,3.80183969e-03,2.94821729e-03,1.85490418e-03,1.11588501e-03,1.22063657e-04
1.67267267e+02,6.05383680e-03,3.80867363e-03,2.95351654e-03,1.85823883e-03,1.11789146e-03,1.22283207e-04
1.67567568e+02,6.06470844e-03,3.81550756e-03,2.95881578e-03,1.86157347e-03,1.11989792e-03,1.22502757e-04
1.67867868e+02,6.07558009e-03,3.82234147e-03,2.96411502e-03,1.86490811e-03,1.12190437e-03,1.22722307e-04
1.68168168e+02,6.08645175e-03,3.82917537e-03,2.96941424e-03,1.86824274e-03,1.12391082e-03,1.22941857e-04
1.68468468e+02,6.09732342e-03,3.83600926e-03,2.97471344e-03,1.87157736e-03,1.12591727e-03,1.23161407e-04
1.68768769e+02,6.10819510e-03,3.84284313e-03,2.98001264e-03,1.87491198e-03,1.12792371e-03,1.23380958e-04
1.69069069e+02,6.11906679e-03,3.84967699e-03,2.98531182e-03,1.87824660e-03,1.12993016e-03,1.23600508e-04
1.69369369e+02,6.12993849e-03,3.85651084e-03,2.99061099e-03,1.88158121e-03,1.13193660e-03,1.23820058e-04
1.69669670e+02,6.14081020e-03,3.86334467e-03,2.99591015e-03,1.88491581e-03,1.13394304e-03,1.24039608e-04
1.69969970e+02,6.15168192e-03,3.87017849e-03,3.00120930e-03,1.88825041e-03,1.13594947e-03,1.24259159e-04
1.70270270e+02,6.16255366e-03,3.87701229e-03,3.00650844e-03,1.89158500e-03,1.13795591e-03,1.24478709e-04
1.70570571e+02,6.17342540e-03,3.88384608e-03,3.01180756e-03,1.89491959e-03,1.13996234e-03,1.24698259e-04
1.70870871e+02,6.18429715e-03,3.89067985e-03,3.01710668e-03,1.89825417e-03,1.14196878e-03,1.24917810e-04
1.71171171e+02,6.19516891e-03,3.89751361e-03,3.02240578e-03,1.90158875e-03,1.14397521e-03,1.25137360e-04
1.71471471e+02,6.20604069e-03,3.90434736e-03,3.02770487e-03,1.90492332e-03,1.14598164e-03,1.25356911e-04
1.71771772e+02,6.21691247e-03,3.91118109e-03,3.03300394e-03,1.90825789e-03,1.14798806e-03,1.25576461e-04
1.72072072e+02,6.22778426e-03,3.91801481e-03,3.03830301e-03,1.91159245e-03,1.14999449e-03,1.25796012e-04
1.72372372e+02,6.23865606e-03,3.92484851e-03,3.04360206e-03,1.91492701e-03,1.15200091e-03,1.26015562e-04
1.72672673e+02,6.24952788e-03,3.93168220e-03,3.04890110e-03,1.91826156e-03,1.15400733e-03,1.26235113e-04
1.72972973e+02,6.26039970e-03,3.93851588e-03,3.05420013e-03,1.92159610e-03,1.15601375e-03,1.26454664e-04
1.73273273e+02,6.27127153e-03,3.94534954e-03,3.05949915e-03,1.92493064e-03,1.15802017e-03,1.26674214e-04
1.73573574e+02,6.28214338e-03,3.95218319e-03,3.06479816e-03,1.92826517e-03,1.16002658e-03,1.26893765e-04
1.73873874e+02,6.29301523e-03,3.95901682e-03,3.07009715e-03,1.93159970e-03,1.16203299e-03,1.27113316e-04
1.74174174e+02,6.30388710e-03,3.96585044e-03,3.07539613e-03,1.93493422e-03,1.16403941e-03,1.27332867e-04
1.74474474e+02,6.31475897e-03,3.97268405e-03,3.08069511e-03,1.93826874e-03,1.16604581e-03,1.27552418e-04
1.74774775e+02,6.32563085e-03,3.97951764e-03,3.08599406e-03,1.94160325e-03,1.16805222e-03,1.27771969e-04
1.75075075e+02,6.33650275e-03,3.98635122e-03,3.09129301e-03,1.94493776e-03,1.17005863e-03,1.27991520e-04
1.75375375e+02,6.34737465e-03,3.99318478e-03,3.09659195e-03,1.94827226e-03,1.17206503e-03,1.28211071e-04
1.75675676e+02,6.35824657e-03,4.00001833e-03,3.10189087e-03,1.95160675e-03,1.17407143e-03,1.28430622e-04
1.75975976e+02,6.36911849e-03,4.00685186e-03,3.10718978e-03,1.95494124e-03,1.17607783e-03,1.28650173e-04
1.76276276e+02,6.37999043e-03,4.01368538e-03,3.11248868e-03,1.95827573e-03,1.17808423e-03,1.28869724e-04
1.76576577e+02,6.39086237e-03,4.02051889e-03,3.11778757e-03,1.96161021e-03,1.18009063e-03,1.29089275e-04
1.76876877e+02,6.40173433e-03,4.02735238e-03,3.12308644e-03,1.96494468e-03,1.18209702e-03,1.29308826e-04
1.77177177e+02,6.41260629e-03,4.03418586e-03,3.12838531e-03,1.96827915e-03,1.18410341e-03,1.29528377e-04
1.77477477e+02,6.42347827e-03,4.04101933e-03,3.13368416e-03,1.97161361e-03,1.18610980e-03,1.29747929e-04
1.77777778e+02,6.43435025e-03,4.04785278e-03,3.13898300e-03,1.97494807e-03,1.18811619e-03,1.29967480e-04
1.78078078e+02,6.44522225e-03,4.05468621e-03,3.14428183e-03,1.97828252e-03,1.19012258e-03,1.30187031e-04
1.78378378e+02,6.45609426e-03,4.06151964e-03,3.14958064e-03,1.98161697e-03,1.19212896e-03,1.30406583e-04
1.78678679e+02,6.46696627e-03,4.06835305e-03,3.15487945e-03,1.98495141e-03,1.19413534e-03,1.30626134e-04
1.78978979e+02,6.47783830e-03,4.07518644e-03,3.16017824e-03,1.98828585e-03,1.19614172e-03,1.30845686e-04
1.79279279e+02,6.48871033e-03,4.08201982e-03,3.16547702e-03,1.99162028e-03,1.19814810e-03,1.31065237e-04
1.79579580e+02,6.49958238e-03,4.08885319e-03,3.17077579e-03,1.99495470e-03,1.20015448e-03,1.31284789e-04
1.79879880e+02,6.51045444e-03,4.09568654e-03,3.17607455e-03,1.99828912e-03,1.20216085e-03,1.31504340e-04
1.80180180e+02,6.52132650e-03,4.10251988e-03,3.18137329e-03,2.00162354e-03,1.20416723e-03,1.31723892e-04
1.80480480e+02,6.53219858e-03,4.10935320e-03,3.18667202e-03,2.00495794e-03,1.20617360e-03,1.31943444e-04
1.80780781e+02,6.54307066e-03,4.11618651e-03,3.19197075e-03,2.00829235e-03,1.20817997e-03,1.32162995e-04
1.81081081e+02,6.55394276e-03,4.12301980e-03,3.19726945e-03,2.01162674e-03,1.21018634e-03,1.32382547e-04
1.81381381e+02,6.56481487e-03,4.12985309e-03,3.20256815e-03,2.01496114e-03,1.21219270e-03,1.32602099e-04
1.81681682e+02,6.57568698e-03,4.13668635e-03,3.20786684e-03,2.01829552e-03,1.21419906e-03,1.32821651e-04
1.81981982e+02,6.58655911e-03,4.14351961e-03,3.21316551e-03,2.02162991e-03,1.21620543e-03,1.33041203e-04
1.82282282e+02,6.59743125e-03,4.15035285e-03,3.21846417e-03,2.02496428e-03,1.21821178e-03,1.33260755e-04
1.82582583e+02,6.60830339e-03,4.15718607e-03,3.22376282e-03,2.02829865e-03,1.22021814e-03,1.33480307e-04
1.82882883e+02,6.61917555e-03,4.16401928e-03,3.22906146e-03,2.03163302e-03,1.22222450e-03,1.33699859e-04
1.83183183e+02,6.63004772e-03,4.17085248e-03,3.23436009e-03,2.03496738e-03,1.22423085e-03,1.33919411e-04
1.83483483e+02,6.64091989e-03,4.17768566e-03,3.23965870e-03,2.03830173e-03,1.22623720e-03,1.34138963e-04
1.83783784e+02,6.65179208e-03,4.18451883e-03,3.24495731e-03,2.04163608e-03,1.22824355e-03,1.34358515e-04
1.84084084e+02,6.66266428e-03,4.19135198e-03,3.25025590e-03,2.04497042e-03,1.23024990e-03,1.34578067e-04
1.84384384e+02,6.67353649e-03,4.19818513e-03,3.25555448e-03,2.04830476e-03,1.23225625e-03,1.34797619e-04
1.84684685e+02,6.68440870e-03,4.20501825e-03,3.26085304e-03,2.05163909e-03,1.23426259e-03,1.35017171e-04
1.84984985e+02,6.69528093e-03,4.21185136e-03,3.26615160e-03,2.05497342e-03,1.23626893e-03,1.35236724e-04
1.85285285e+02,6.70615317e-03,4.21868446e-03,3.27145014e-03,2.05830774e-03,1.23827528e-03,1.35456276e-04
1.85585586e+02,6.71702542e-03,4.22551755e-03,3.27674867e-03,2.06164206e-03,1.24028161e-03,1.35675828e-04
1.85885886e+02,6.72789767e-03,4.23235062e-03,3.28204719e-03,2.06497637e-03,1.24228795e-03,1.35895381e-04
1.86186186e+02,6.73876994e-03,4.23918367e-03,3.28734570e-03,2.06831067e-03,1.24429428e-03,1.36114933e-04
1.86486486e+02,6.74964222e-03,4.24601671e-03,3.29264420e-03,2.07164497e-03,1.24630062e-03,1.36334486e-04
1.86786787e+02,6.76051450e-03,4.25284974e-03,3.29794268e-03,2.07497927e-03,1.24830695e-03,1.36554038e-04
1.87087087e+02,6.77138680e-03,4.25968276e-03,3.30324115e-03,2.07831356e-03,1.25031328e-03,1.36773591e-04
1.87387387e+02,6.78225911e-03,4.26651576e-03,3.30853961e-03,2.08164784e-03,1.25231960e-03,1.36993143e-04
1.87687688e+02,6.79313143e-03,4.27334874e-03,3.31383806e-03,2.08498212e-03,1.25432593e-03,1.37212696e-04
1.87987988e+02,6.80400375e-03,4.28018171e-03,3.31913650e-03,2.08831639e-03,1.25633225e-03,1.37432248e-04
1.88288288e+02,6.81487609e-03,4.28701467e-03,3.32443492e-03,2.09165066e-03,1.25833857e-03,1.37651801e-04
1.88588589e+02,6.82574844e-03,4.29384761e-03,3.32973334e-03,2.09498492e-03,1.26034489e-03,1.37871354e-04
1.88888889e+02,6.83662080e-03,4.30068054e-03,3.33503174e-03,2.09831918e-03,1.26235121e-03,1.38090907e-04
1.89189189e+02,6.84749316e-03,4.30751346e-03,3.34033013e-03,2.10165343e-03,1.26435753e-03,1.38310459e-04
1.89489489e+02,6.85836554e-03,4.31434636e-03,3.34562851e-03,2.10498767e-03,1.26636384e-03,1.38530012e-04
1.89789790e+02,6.86923793e-03,4.32117924e-03,3.35092687e-03,2.10832192e-03,1.26837015e-03,1.38749565e-04
1.90090090e+02,6.88011033e-03,4.32801212e-03,3.35622522e-03,2.11165615e-03,1.27037646e-03,1.38969118e-04
1.90390390e+02,6.89098273e-03,4.33484497e-03,3.36152357e-03,2.11499038e-03,1.27238277e-03,1.39188671e-04
1.90690691e+02,6.90185515e-03,4.34167782e-03,3.36682190e-03,2.11832460e-03,1.27438908e-03,1.39408224e-04
1.90990991e+02,6.91272758e-03,4.34851065e-03,3.37212021e-03,2.12165882e-03,1.27639538e-03,1.39627777e-04
1.91291291e+02,6.92360002e-03,4.35534347e-03,3.37741852e-03,2.12499303e-03,1.27840168e-03,1.39847330e-04
1.91591592e+02,6.93447246e-03,4.36217627e-03,3.38271681e-03,2.12832724e-03,1.28040798e-03,1.40066883e-04
1.91891892e+02,6.94534492e-03,4.36900906e-03,3.38801510e-03,2.13166144e-03,1.28241428e-03,1.40286437e-04
1.92192192e+02,6.95621739e-03,4.37584183e-03,3.39331337e-03,2.13499564e-03,1.28442058e-03,1.40505990e-04
1.92492492e+02,6.96708987e-03,4.38267459e-03,3.39861163e-03,2.13832983e-03,1.28642687e-03,1.40725543e-04
1.92792793e+02,6.97796235e-03,4.38950733e-03,3.40390987e-03,2.14166402e-03,1.28843316e-03,1.40945096e-04
1.93093093e+02,6.98883485e-03,4.39634007e-03,3.40920811e-03,2.14499820e-03,1.29043945e-03,1.41164650e-04
1.93393393e+02,6.99970736e-03,4.40317278e-03,3.41450633e-03,2.14833237e-03,1.29244574e-03,1.41384203e-04
1.93693694e+02,7.01057988e-03,4.41000549e-03,3.41980454e-03,2.15166654e-03,1.29445203e-03,1.41603756e-04
1.93993994e+02,7.02145240e-03,4.41683818e-03,3.42510274e-03,2.15500071e-03,1.29645832e-03,1.41823310e-04
1.94294294e+02,7.03232494e-03,4.42367085e-03,3.43040093e-03,2.15833487e-03,1.29846460e-03,1.42042863e-04
1.94594595e+02,7.04319749e-03,4.43050351e-03,3.43569910e-03,2.16166902e-03,1.30047088e-03,1.42262417e-04
1.94894895e+02,7.05407004e-03,4.43733616e-03,3.44099727e-03,2.16500317e-03,1.30247716e-03,1.42481971e-04
1.95195195e+02,7.06494261e-03,4.44416879e-03,3.44629542e-03,2.16833731e-03,1.30448344e-03,1.42701524e-04
1.95495495e+02,7.07581519e-03,4.45100141e-03,3.45159356e-03,2.17167145e-03,1.30648971e-03,1.42921078e-04
1.95795796e+02,7.08668777e-03,4.45783401e-03,3.45689169e-03,2.17500558e-03,1.30849599e-03,1.43140631e-04
1.96096096e+02,7.09756037e-03,4.46466660e-03,3.46218980e-03,2.17833970e-03,1.31050226e-03,1.43360185e-04
1.96396396e+02,7.10843298e-03,4.47149918e-03,3.46748791e-03,2.18167382e-03,1.31250853e-03,1.43579739e-04
1.96696697e+02,7.11930559e-03,4.47833174e-03,3.47278600e-03,2.18500794e-03,1.31451479e-03,1.43799293e-04
