t_over_tau_th, nr_over_ntot_with_avalanche, nr_over_ntot_without_avalanche
2.05902951e+02,4.52843357e-04,4.51465901e-04
2.06103052e+02,4.53284681e-04,4.51904544e-04
2.06303152e+02,4.53726007e-04,4.52343187e-04
2.06503252e+02,4.54167335e-04,4.52781830e-04
2.06703352e+02,4.54608666e-04,4.53220473e-04
2.06903452e+02,4.55050000e-04,4.53659115e-04
2.07103552e+02,4.55491335e-04,4.54097758e-04
2.07303652e+02,4.55932674e-04,4.54536400e-04
2.07503752e+02,4.56374014e-04,4.54975042e-04
2.07703852e+02,4.56815357e-04,4.55413683e-04
2.07903952e+02,4.57256703e-04,4.55852325e-04
2.08104052e+02,4.57698051e-04,4.56290966e-04
2.08304152e+02,4.58139401e-04,4.56729607e-04
2.08504252e+02,4.58580754e-04,4.57168248e-04
2.08704352e+02,4.59022109e-04,4.57606889e-04
2.08904452e+02,4.59463466e-04,4.58045529e-04
2.09104552e+02,4.59904826e-04,4.58484170e-04
2.09304652e+02,4.60346189e-04,4.58922810e-04
2.09504752e+02,4.60787553e-04,4.59361450e-04
2.09704852e+02,4.61228921e-04,4.59800089e-04
2.09904952e+02,4.61670290e-04,4.60238729e-04
2.10105053e+02,4.62111662e-04,4.60677368e-04
2.10305153e+02,4.62553037e-04,4.61116008e-04
2.10505253e+02,4.62994414e-04,4.61554647e-04
2.10705353e+02,4.63435793e-04,4.61993285e-04
2.10905453e+02,4.63877175e-04,4.62431924e-04
2.11105553e+02,4.64318559e-04,4.62870562e-04
2.11305653e+02,4.64759945e-04,4.63309201e-04
2.11505753e+02,4.65201334e-04,4.63747839e-04
2.11705853e+02,4.65642726e-04,4.64186476e-04
2.11905953e+02,4.66084119e-04,4.64625114e-04
2.12106053e+02,4.66525516e-04,4.65063752e-04
2.12306153e+02,4.66966914e-04,4.65502389e-04
2.12506253e+02,4.67408315e-04,4.65941026e-04
2.12706353e+02,4.67849719e-04,4.66379663e-04
2.12906453e+02,4.68291125e-04,4.66818299e-04
2.13106553e+02,4.68732533e-04,4.67256936e-04
2.13306653e+02,4.69173944e-04,4.67695572e-04
2.13506753e+02,4.69615357e-04,4.68134208e-04
2.13706853e+02,4.70056772e-04,4.68572844e-04
2.13906953e+02,4.70498190e-04,4.69011480e-04
2.14107054e+02,4.70939611e-04,4.69450115e-04
2.14307154e+02,4.71381034e-04,4.69888751e-04
2.14507254e+02,4.71822459e-04,4.70327386e-04
2.14707354e+02,4.72263886e-04,4.70766021e-04
2.14907454e+02,4.72705317e-04,4.71204656e-04
2.15107554e+02,4.73146749e-04,4.71643290e-04
2.15307654e+02,4.73588184e-04,4.72081925e-04
2.15507754e+02,4.74029621e-04,4.72520559e-04
2.15707854e+02,4.74471061e-04,4.72959193e-04
2.15907954e+02,4.74912503e-04,4.73397826e-04
2.16108054e+02,4.75353948e-04,4.73836460e-04
2.16308154e+02,4.75795395e-04,4.74275093e-04
2.16508254e+02,4.76236844e-04,4.74713727e-04
2.16708354e+02,4.76678296e-04,4.75152360e-04
2.16908454e+02,4.77119750e-04,4.75590993e-04
2.17108554e+02,4.77561207e-04,4.76029625e-04
2.17308654e+02,4.78002666e-04,4.76468258e-04
2.17508754e+02,4.78444127e-04,4.76906890e-04
2.17708854e+02,4.78885591e-04,4.77345522e-04
2.17908954e+02,4.79327057e-04,4.77784154e-04
2.18109055e+02,4.79768526e-04,4.78222785e-04
2.18309155e+02,4.80209997e-04,4.78661417e-04
2.18509255e+02,4.80651471e-04,4.79100048e-04
2.18709355e+02,4.81092947e-04,4.79538679e-04
2.18909455e+02,4.81534425e-04,4.79977310e-04
2.19109555e+02,4.81975906e-04,4.80415941e-04
2.19309655e+02,4.82417389e-04,4.80854571e-04
2.19509755e+02,4.82858875e-04,4.81293202e-04
2.19709855e+02,4.83300363e-04,4.81731832e-04
2.19909955e+02,4.83741854e-04,4.82170462e-04
2.20110055e+02,4.84183347e-04,4.82609092e-04
2.20310155e+02,4.84624842e-04,4.83047721e-04
2.20510255e+02,4.85066340e-04,4.83486351e-04
2.20710355e+02,4.85507840e-04,4.83924980e-04
2.20910455e+02,4.85949342e-04,4.84363609e-04
2.21110555e+02,4.86390847e-04,4.84802237e-04
2.21310655e+02,4.86832355e-04,4.85240866e-04
2.21510755e+02,4.87273865e-04,4.85679494e-04
2.21710855e+02,4.87715377e-04,4.86118123e-04
2.21910955e+02,4.88156892e-04,4.86556751e-04
2.22111056e+02,4.88598409e-04,4.86995378e-04
2.22311156e+02,4.89039928e-04,4.87434006e-04
2.22511256e+02,4.89481450e-04,4.87872634e-04
2.22711356e+02,4.89922974e-04,4.88311261e-04
2.22911456e+02,4.90364501e-04,4.88749888e-04
2.23111556e+02,4.90806030e-04,4.89188515e-04
2.23311656e+02,4.91247562e-04,4.89627141e-04
2.23511756e+02,4.91689096e-04,4.90065768e-04
2.23711856e+02,4.92130632e-04,4.90504394e-04
2.23911956e+02,4.92572171e-04,4.90943020e-04
2.24112056e+02,4.93013712e-04,4.91381646e-04
2.24312156e+02,4.93455256e-04,4.91820272e-04
2.24512256e+02,4.93896802e-04,4.92258897e-04
2.24712356e+02,4.94338351e-04,4.92697523e-04
2.24912456e+02,4.94779902e-04,4.93136148e-04
2.25112556e+02,4.95221455e-04,4.93574773e-04
2.25312656e+02,4.95663011e-04,4.94013397e-04
2.25512756e+02,4.96104569e-04,4.94452022e-04
2.25712856e+02,4.96546130e-04,4.94890646e-04
2.25912956e+02,4.96987693e-04,4.95329271e-04
2.26113057e+02,4.97429258e-04,4.95767895e-04
2.26313157e+02,4.97870826e-04,4.96206518e-04
2.26513257e+02,4.98312396e-04,4.96645142e-04
2.26713357e+02,4.98753969e-04,4.97083765e-04
2.26913457e+02,4.99195544e-04,4.97522389e-04
2.27113557e+02,4.99637121e-04,4.97961012e-04
2.27313657e+02,5.00078701e-04,4.98399634e-04
2.27513757e+02,5.00520284e-04,4.98838257e-04
2.27713857e+02,5.00961869e-04,4.99276879e-04
2.27913957e+02,5.01403456e-04,4.99715502e-04
2.28114057e+02,5.01845045e-04,5.00154124e-04
2.28314157e+02,5.02286637e-04,5.00592746e-04
2.28514257e+02,5.02728232e-04,5.01031367e-04
2.28714357e+02,5.03169829e-04,5.01469989e-04
2.28914457e+02,5.03611428e-04,5.01908610e-04
2.29114557e+02,5.04053030e-04,5.02347231e-04
2.29314657e+02,5.04494634e-04,5.02785852e-04
2.29514757e+02,5.04936240e-04,5.03224473e-04
2.29714857e+02,5.05377849e-04,5.03663093e-04
2.29914957e+02,5.05819461e-04,5.04101713e-04
2.30115058e+02,5.06261075e-04,5.04540334e-04
2.30315158e+02,5.06702691e-04,5.04978954e-04
2.30515258e+02,5.07144309e-04,5.05417573e-04
2.30715358e+02,5.07585930e-04,5.05856193e-04
2.30915458e+02,5.08027554e-04,5.06294812e-04
2.31115558e+02,5.08469180e-04,5.06733431e-04
2.31315658e+02,5.08910808e-04,5.07172050e-04
2.31515758e+02,5.09352439e-04,5.07610669e-04
2.31715858e+02,5.09794072e-04,5.08049288e-04
2.31915958e+02,5.10235708e-04,5.08487906e-04
2.32116058e+02,5.10677346e-04,5.08926524e-04
2.32316158e+02,5.11118986e-04,5.09365142e-04
2.32516258e+02,5.11560629e-04,5.09803760e-04
2.32716358e+02,5.12002274e-04,5.10242378e-04
2.32916458e+02,5.12443922e-04,5.10680995e-04
2.33116558e+02,5.12885572e-04,5.11119612e-04
2.33316658e+02,5.13327224e-04,5.11558229e-04
2.33516758e+02,5.13768879e-04,5.11996846e-04
2.33716858e+02,5.14210536e-04,5.12435463e-04
2.33916958e+02,5.14652196e-04,5.12874079e-04
2.34117059e+02,5.15093858e-04,5.13312696e-04
2.34317159e+02,5.15535523e-04,5.13751312e-04
2.34517259e+02,5.15977190e-04,5.14189928e-04
2.34717359e+02,5.16418859e-04,5.14628543e-04
2.34917459e+02,5.16860531e-04,5.15067159e-04
2.35117559e+02,5.17302205e-04,5.15505774e-04
2.35317659e+02,5.17743882e-04,5.15944389e-04
2.35517759e+02,5.18185561e-04,5.16383004e-04
2.35717859e+02,5.18627243e-04,5.16821619e-04
2.35917959e+02,5.19068927e-04,5.17260233e-04
2.36118059e+02,5.19510613e-04,5.17698848e-04
2.36318159e+02,5.19952302e-04,5.18137462e-04
2.36518259e+02,5.20393993e-04,5.18576076e-04
2.36718359e+02,5.20835687e-04,5.19014690e-04
2.36918459e+02,5.21277383e-04,5.19453303e-04
2.37118559e+02,5.21719081e-04,5.19891917e-04
2.37318659e+02,5.22160782e-04,5.20330530e-04
2.37518759e+02,5.22602485e-04,5.20769143e-04
2.37718859e+02,5.23044191e-04,5.21207756e-04
2.37918959e+02,5.23485899e-04,5.21646368e-04
2.38119060e+02,5.23927609e-04,5.22084981e-04
2.38319160e+02,5.24369322e-04,5.22523593e-04
2.38519260e+02,5.24811038e-04,5.22962205e-04
2.38719360e+02,5.25252756e-04,5.23400817e-04
2.38919460e+02,5.25694476e-04,5.23839428e-04
2.39119560e+02,5.26136198e-04,5.24278040e-04
2.39319660e+02,5.26577923e-04,5.24716651e-04
2.39519760e+02,5.27019651e-04,5.25155262e-04
2.39719860e+02,5.27461381e-04,5.25593873e-04
2.39919960e+02,5.27903113e-04,5.26032484e-04
2.40120060e+02,5.28344848e-04,5.26471094e-04
2.40320160e+02,5.28786585e-04,5.26909705e-04
2.40520260e+02,5.29228325e-04,5.27348315e-04
2.40720360e+02,5.29670067e-04,5.27786925e-04
2.40920460e+02,5.30111811e-04,5.28225534e-04
2.41120560e+02,5.30553558e-04,5.28664144e-04
2.41320660e+02,5.30995307e-04,5.29102753e-04
2.41520760e+02,5.31437059e-04,5.29541362e-04
2.41720860e+02,5.31878813e-04,5.29979971e-04
2.41920960e+02,5.32320569e-04,5.30418580e-04
2.42121061e+02,5.32762328e-04,5.30857189e-04
2.42321161e+02,5.33204089e-04,5.31295797e-04
2.42521261e+02,5.33645853e-04,5.31734405e-04
2.42721361e+02,5.34087619e-04,5.32173013e-04
2.42921461e+02,5.34529388e-04,5.32611621e-04
2.43121561e+02,5.34971159e-04,5.33050229e-04
2.43321661e+02,5.35412932e-04,5.33488836e-04
2.43521761e+02,5.35854708e-04,5.33927443e-04
2.43721861e+02,5.36296486e-04,5.34366050e-04
2.43921961e+02,5.36738267e-04,5.34804657e-04
2.44122061e+02,5.37180050e-04,5.35243264e-04
2.44322161e+02,5.37621836e-04,5.35681870e-04
2.44522261e+02,5.38063624e-04,5.36120477e-04
2.44722361e+02,5.38505414e-04,5.36559083e-04
2.44922461e+02,5.38947207e-04,5.36997689e-04
2.45122561e+02,5.39389002e-04,5.37436294e-04
2.45322661e+02,5.39830799e-04,5.37874900e-04
2.45522761e+02,5.40272599e-04,5.38313505e-04
2.45722861e+02,5.40714402e-04,5.38752110e-04
2.45922961e+02,5.41156207e-04,5.39190715e-04
2.46123062e+02,5.41598014e-04,5.39629320e-04
2.46323162e+02,5.42039824e-04,5.40067924e-04
2.46523262e+02,5.42481636e-04,5.40506529e-04
2.46723362e+02,5.42923450e-04,5.40945133e-04
2.46923462e+02,5.43365267e-04,5.41383737e-04
2.47123562e+02,5.43807087e-04,5.41822341e-04
2.47323662e+02,5.44248909e-04,5.42260944e-04
2.47523762e+02,5.44690733e-04,5.42699548e-04
2.47723862e+02,5.45132559e-04,5.43138151e-04
2.47923962e+02,5.45574388e-04,5.43576754e-04
2.48124062e+02,5.46016220e-04,5.44015357e-04
2.48324162e+02,5.46458054e-04,5.44453959e-04
2.48524262e+02,5.46899890e-04,5.44892562e-04
2.48724362e+02,5.47341729e-04,5.45331164e-04
2.48924462e+02,5.47783570e-04,5.45769766e-04
2.49124562e+02,5.48225414e-04,5.46208368e-04
2.49324662e+02,5.48667259e-04,5.46646969e-04
2.49524762e+02,5.49109108e-04,5.47085571e-04
2.49724862e+02,5.49550959e-04,5.47524172e-04
2.49924962e+02,5.49992812e-04,5.47962773e-04
2.50125063e+02,5.50434668e-04,5.48401374e-04
2.50325163e+02,5.50876526e-04,5.48839975e-04
2.50525263e+02,5.51318386e-04,5.49278575e-04
2.50725363e+02,5.51760249e-04,5.49717175e-04
2.50925463e+02,5.52202114e-04,5.50155776e-04
2.51125563e+02,5.52643982e-04,5.50594375e-04
2.51325663e+02,5.53085852e-04,5.51032975e-04
2.51525763e+02,5.53527725e-04,5.51471575e-04
2.51725863e+02,5.53969600e-04,5.51910174e-04
2.51925963e+02,5.54411477e-04,5.52348773e-04
2.52126063e+02,5.54853357e-04,5.52787372e-04
2.52326163e+02,5.55295240e-04,5.53225971e-04
2.52526263e+02,5.55737124e-04,5.53664569e-04
2.52726363e+02,5.56179011e-04,5.54103168e-04
2.52926463e+02,5.56620901e-04,5.54541766e-04
2.53126563e+02,5.57062793e-04,5.54980364e-04
2.53326663e+02,5.57504687e-04,5.55418962e-04
2.53526763e+02,5.57946584e-04,5.55857559e-04
2.53726863e+02,5.58388483e-04,5.56296157e-04
2.53926963e+02,5.58830385e-04,5.56734754e-04
2.54127064e+02,5.59272289e-04,5.57173351e-04
2.54327164e+02,5.59714195e-04,5.57611948e-04
2.54527264e+02,5.60156104e-04,5.58050545e-04
2.54727364e+02,5.60598016e-04,5.58489141e-04
2.54927464e+02,5.61039929e-04,5.58927737e-04
2.55127564e+02,5.61481845e-04,5.59366333e-04
2.55327664e+02,5.61923764e-04,5.59804929e-04
2.55527764e+02,5.62365685e-04,5.60243525e-04
2.55727864e+02,5.62807608e-04,5.60682120e-04
2.55927964e+02,5.63249534e-04,5.61120716e-04
2.56128064e+02,5.63691462e-04,5.61559311e-04
2.56328164e+02,5.64133393e-04,5.61997906e-04
2.56528264e+02,5.64575326e-04,5.62436500e-04
2.56728364e+02,5.65017262e-04,5.62875095e-04
2.56928464e+02,5.65459200e-04,5.63313689e-04
2.57128564e+02,5.65901140e-04,5.63752283e-04
2.57328664e+02,5.66343083e-04,5.64190877e-04
2.57528764e+02,5.66785028e-04,5.64629471e-04
2.57728864e+02,5.67226975e-04,5.65068065e-04
2.57928964e+02,5.67668926e-04,5.65506658e-04
2.58129065e+02,5.68110878e-04,5.65945251e-04
2.58329165e+02,5.68552833e-04,5.66383844e-04
2.58529265e+02,5.68994790e-04,5.66822437e-04
2.58729365e+02,5.69436750e-04,5.67261030e-04
2.58929465e+02,5.69878712e-04,5.67699622e-04
2.59129565e+02,5.70320676e-04,5.68138214e-04
2.59329665e+02,5.70762643e-04,5.68576806e-04
2.59529765e+02,5.71204613e-04,5.69015398e-04
2.59729865e+02,5.71646585e-04,5.69453990e-04
2.59929965e+02,5.72088559e-04,5.69892581e-04
2.60130065e+02,5.72530535e-04,5.70331172e-04
2.60330165e+02,5.72972514e-04,5.70769763e-04
2.60530265e+02,5.73414496e-04,5.71208354e-04
2.60730365e+02,5.73856480e-04,5.71646945e-04
2.60930465e+02,5.74298466e-04,5.72085535e-04
2.61130565e+02,5.74740455e-04,5.72524126e-04
2.61330665e+02,5.75182446e-04,5.72962716e-04
2.61530765e+02,5.75624440e-04,5.73401306e-04
2.61730865e+02,5.76066436e-04,5.73839895e-04
2.61930965e+02,5.76508434e-04,5.74278485e-04
2.62131066e+02,5.76950435e-04,5.74717074e-04
2.62331166e+02,5.77392438e-04,5.75155663e-04
2.62531266e+02,5.77834444e-04,5.75594252e-04
2.62731366e+02,5.78276452e-04,5.76032841e-04
2.62931466e+02,5.78718462e-04,5.76471430e-04
2.63131566e+02,5.79160475e-04,5.76910018e-04
2.63331666e+02,5.79602491e-04,5.77348606e-04
2.63531766e+02,5.80044508e-04,5.77787194e-04
2.63731866e+02,5.80486529e-04,5.78225782e-04
2.63931966e+02,5.80928551e-04,5.78664370e-04
2.64132066e+02,5.81370576e-04,5.79102957e-04
2.64332166e+02,5.81812604e-04,5.79541544e-04
2.64532266e+02,5.82254634e-04,5.79980131e-04
2.64732366e+02,5.82696666e-04,5.80418718e-04
2.64932466e+02,5.83138701e-04,5.80857305e-04
2.65132566e+02,5.83580738e-04,5.81295891e-04
2.65332666e+02,5.84022777e-04,5.81734477e-04
2.65532766e+02,5.84464819e-04,5.82173063e-04
2.65732866e+02,5.84906864e-04,5.82611649e-04
2.65932966e+02,5.85348910e-04,5.83050235e-04
2.66133067e+02,5.85790960e-04,5.83488820e-04
2.66333167e+02,5.86233011e-04,5.83927406e-04
2.66533267e+02,5.86675065e-04,5.84365991e-04
2.66733367e+02,5.87117122e-04,5.84804576e-04
2.66933467e+02,5.87559181e-04,5.85243160e-04
2.67133567e+02,5.88001242e-04,5.85681745e-04
2.67333667e+02,5.88443306e-04,5.86120329e-04
2.67533767e+02,5.88885372e-04,5.86558913e-04
2.67733867e+02,5.89327441e-04,5.86997497e-04
2.67933967e+02,5.89769512e-04,5.87436081e-04
2.68134067e+02,5.90211585e-04,5.87874665e-04
2.68334167e+02,5.90653661e-04,5.88313248e-04
2.68534267e+02,5.91095739e-04,5.88751831e-04
2.68734367e+02,5.91537820e-04,5.89190414e-04
2.68934467e+02,5.91979903e-04,5.89628997e-04
2.69134567e+02,5.92421988e-04,5.90067579e-04
2.69334667e+02,5.92864076e-04,5.90506162e-04
2.69534767e+02,5.93306167e-04,5.90944744e-04
2.69734867e+02,5.93748260e-04,5.91383326e-04
2.69934967e+02,5.94190355e-04,5.91821908e-04
2.70135068e+02,5.94632452e-04,5.92260490e-04
2.70335168e+02,5.95074552e-04,5.92699071e-04
2.70535268e+02,5.95516655e-04,5.93137652e-04
2.70735368e+02,5.95958760e-04,5.93576233e-04
2.70935468e+02,5.96400867e-04,5.94014814e-04
2.71135568e+02,5.96842977e-04,5.94453395e-04
2.71335668e+02,5.97285089e-04,5.94891975e-04
2.71535768e+02,5.97727204e-04,5.95330556e-04
2.71735868e+02,5.98169321e-04,5.95769136e-04
2.71935968e+02,5.98611440e-04,5.96207716e-04
2.72136068e+02,5.99053562e-04,5.96646295e-04
2.72336168e+02,5.99495686e-04,5.97084875e-04
2.72536268e+02,5.99937813e-04,5.97523454e-04
2.72736368e+02,6.00379942e-04,5.97962033e-04
2.72936468e+02,6.00822073e-04,5.98400612e-04
2.73136568e+02,6.01264207e-04,5.98839191e-04
2.73336668e+02,6.01706344e-04,5.99277769e-04
2.73536768e+02,6.02148483e-04,5.99716348e-04
2.73736868e+02,6.02590624e-04,6.00154926e-04
2.73936968e+02,6.03032767e-04,6.00593504e-04
2.74137069e+02,6.03474913e-04,6.01032082e-04
2.74337169e+02,6.03917062e-04,6.01470659e-04
2.74537269e+02,6.04359213e-04,6.01909237e-04
2.74737369e+02,6.04801366e-04,6.02347814e-04
2.74937469e+02,6.05243522e-04,6.02786391e-04
2.75137569e+02,6.05685680e-04,6.03224968e-04
2.75337669e+02,6.06127840e-04,6.03663544e-04
2.75537769e+02,6.06570003e-04,6.04102121e-04
2.75737869e+02,6.07012169e-04,6.04540697e-04
2.75937969e+02,6.07454337e-04,6.04979273e-04
2.76138069e+02,6.07896507e-04,6.05417849e-04
2.76338169e+02,6.08338680e-04,6.05856425e-04
2.76538269e+02,6.08780855e-04,6.06295000e-04
2.76738369e+02,6.09223032e-04,6.06733575e-04
2.76938469e+02,6.09665212e-04,6.07172150e-04
2.77138569e+02,6.10107394e-04,6.07610725e-04
2.77338669e+02,6.10549579e-04,6.08049300e-04
2.77538769e+02,6.10991766e-04,6.08487874e-04
2.77738869e+02,6.11433956e-04,6.08926449e-04
2.77938969e+02,6.11876148e-04,6.09365023e-04
2.78139070e+02,6.12318342e-04,6.09803597e-04
2.78339170e+02,6.12760539e-04,6.10242171e-04
2.78539270e+02,6.13202739e-04,6.10680744e-04
2.78739370e+02,6.13644940e-04,6.11119317e-04
2.78939470e+02,6.14087144e-04,6.11557891e-04
2.79139570e+02,6.14529351e-04,6.11996464e-04
2.79339670e+02,6.14971560e-04,6.12435036e-04
2.79539770e+02,6.15413771e-04,6.12873609e-04
2.79739870e+02,6.15855985e-04,6.13312181e-04
2.79939970e+02,6.16298201e-04,6.13750754e-04
2.80140070e+02,6.16740420e-04,6.14189326e-04
2.80340170e+02,6.17182641e-04,6.14627897e-04
2.80540270e+02,6.17624865e-04,6.15066469e-04
2.80740370e+02,6.18067091e-04,6.15505040e-04
2.80940470e+02,6.18509319e-04,6.15943612e-04
2.81140570e+02,6.18951550e-04,6.16382183e-04
2.81340670e+02,6.19393783e-04,6.16820754e-04
2.81540770e+02,6.19836019e-04,6.17259324e-04
2.81740870e+02,6.20278257e-04,6.17697895e-04
2.81940970e+02,6.20720497e-04,6.18136465e-04
2.82141071e+02,6.21162740e-04,6.18575035e-04
2.82341171e+02,6.21604985e-04,6.19013605e-04
2.82541271e+02,6.22047233e-04,6.19452175e-04
2.82741371e+02,6.22489483e-04,6.19890744e-04
2.82941471e+02,6.22931736e-04,6.20329313e-04
2.83141571e+02,6.23373991e-04,6.20767883e-04
2.83341671e+02,6.23816248e-04,6.21206451e-04
2.83541771e+02,6.24258508e-04,6.21645020e-04
2.83741871e+02,6.24700770e-04,6.22083589e-04
2.83941971e+02,6.25143035e-04,6.22522157e-04
2.84142071e+02,6.25585302e-04,6.22960725e-04
2.84342171e+02,6.26027571e-04,6.23399293e-04
2.84542271e+02,6.26469843e-04,6.23837861e-04
2.84742371e+02,6.26912117e-04,6.24276429e-04
2.84942471e+02,6.27354394e-04,6.24714996e-04
2.85142571e+02,6.27796673e-04,6.25153563e-04
2.85342671e+02,6.28238955e-04,6.25592130e-04
2.85542771e+02,6.28681239e-04,6.26030697e-04
2.85742871e+02,6.29123525e-04,6.26469264e-04
2.85942971e+02,6.29565814e-04,6.26907830e-04
2.86143072e+02,6.30008106e-04,6.27346396e-04
2.86343172e+02,6.30450399e-04,6.27784962e-04
2.86543272e+02,6.30892695e-04,6.28223528e-04
2.86743372e+02,6.31334994e-04,6.28662094e-04
2.86943472e+02,6.31777295e-04,6.29100659e-04
2.87143572e+02,6.32219598e-04,6.29539224e-04
2.87343672e+02,6.32661904e-04,6.29977790e-04
2.87543772e+02,6.33104212e-04,6.30416354e-04
2.87743872e+02,6.33546523e-04,6.30854919e-04
2.87943972e+02,6.33988836e-04,6.31293484e-04
2.88144072e+02,6.34431152e-04,6.31732048e-04
2.88344172e+02,6.34873470e-04,6.32170612e-04
2.88544272e+02,6.35315790e-04,6.32609176e-04
2.88744372e+02,6.35758113e-04,6.33047740e-04
2.88944472e+02,6.36200438e-04,6.33486303e-04
2.89144572e+02,6.36642766e-04,6.33924867e-04
2.89344672e+02,6.37085096e-04,6.34363430e-04
2.89544772e+02,6.37527428e-04,6.34801993e-04
2.89744872e+02,6.37969763e-04,6.35240555e-04
2.89944972e+02,6.38412100e-04,6.35679118e-04
2.90145073e+02,6.38854440e-04,6.36117680e-04
2.90345173e+02,6.39296782e-04,6.36556243e-04
2.90545273e+02,6.39739127e-04,6.36994805e-04
2.90745373e+02,6.40181474e-04,6.37433366e-04
2.90945473e+02,6.40623823e-04,6.37871928e-04
2.91145573e+02,6.41066175e-04,6.38310489e-04
2.91345673e+02,6.41508529e-04,6.38749051e-04
2.91545773e+02,6.41950886e-04,6.39187612e-04
2.91745873e+02,6.42393245e-04,6.39626173e-04
2.91945973e+02,6.42835606e-04,6.40064733e-04
2.92146073e+02,6.43277970e-04,6.40503294e-04
2.92346173e+02,6.43720337e-04,6.40941854e-04
2.92546273e+02,6.44162705e-04,6.41380414e-04
2.92746373e+02,6.44605077e-04,6.41818974e-04
2.92946473e+02,6.45047450e-04,6.42257534e-04
2.93146573e+02,6.45489826e-04,6.42696093e-04
2.93346673e+02,6.45932205e-04,6.43134652e-04
2.93546773e+02,6.46374585e-04,6.43573211e-04
2.93746873e+02,6.46816969e-04,6.44011770e-04
2.93946973e+02,6.47259355e-04,6.44450329e-04
2.94147074e+02,6.47701743e-04,6.44888888e-04
2.94347174e+02,6.48144133e-04,6.45327446e-04
2.94547274e+02,6.48586526e-04,6.45766004e-04
2.94747374e+02,6.49028922e-04,6.46204562e-04
2.94947474e+02,6.49471319e-04,6.46643120e-04
2.95147574e+02,6.49913720e-04,6.47081677e-04
2.95347674e+02,6.50356122e-04,6.47520235e-04
2.95547774e+02,6.50798527e-04,6.47958792e-04
2.95747874e+02,6.51240935e-04,6.48397349e-04
2.95947974e+02,6.51683345e-04,6.48835906e-04
2.96148074e+02,6.52125757e-04,6.49274462e-04
2.96348174e+02,6.52568172e-04,6.49713019e-04
2.96548274e+02,6.53010589e-04,6.50151575e-04
2.96748374e+02,6.53453009e-04,6.50590131e-04
2.96948474e+02,6.53895431e-04,6.51028687e-04
2.97148574e+02,6.54337855e-04,6.51467243e-04
2.97348674e+02,6.54780282e-04,6.51905798e-04
2.97548774e+02,6.55222712e-04,6.52344353e-04
2.97748874e+02,6.55665143e-04,6.52782908e-04
2.97948974e+02,6.56107577e-04,6.53221463e-04
2.98149075e+02,6.56550014e-04,6.53660018e-04
2.98349175e+02,6.56992453e-04,6.54098572e-04
2.98549275e+02,6.57434894e-04,6.54537127e-04
2.98749375e+02,6.57877338e-04,6.54975681e-04
2.98949475e+02,6.58319785e-04,6.55414235e-04
2.99149575e+02,6.58762233e-04,6.55852788e-04
2.99349675e+02,6.59204684e-04,6.56291342e-04
2.99549775e+02,6.59647138e-04,6.56729895e-04
2.99749875e+02,6.60089594e-04,6.57168448e-04
2.99949975e+02,6.60532052e-04,6.57607001e-04
3.00150075e+02,6.60974513e-04,6.58045554e-04
3.00350175e+02,6.61416976e-04,6.58484107e-04
3.00550275e+02,6.61859442e-04,6.58922659e-04
3.00750375e+02,6.62301910e-04,6.59361211e-04
3.00950475e+02,6.62744380e-04,6.59799763e-04
3.01150575e+02,6.63186853e-04,6.60238315e-04
3.01350675e+02,6.63629329e-04,6.60676867e-04
3.01550775e+02,6.64071806e-04,6.61115418e-04
3.01750875e+02,6.64514287e-04,6.61553969e-04
3.01950975e+02,6.64956769e-04,6.61992520e-04
3.02151076e+02,6.65399254e-04,6.62431071e-04
3.02351176e+02,6.65841742e-04,6.62869622e-04
3.02551276e+02,6.66284231e-04,6.63308172e-04
3.02751376e+02,6.66726724e-04,6.63746723e-04
3.02951476e+02,6.67169218e-04,6.64185273e-04
3.03151576e+02,6.67611716e-04,6.64623822e-04
3.03351676e+02,6.68054215e-04,6.65062372e-04
3.03551776e+02,6.68496717e-04,6.65500922e-04
3.03751876e+02,6.68939221e-04,6.65939471e-04
3.03951976e+02,6.69381728e-04,6.66378020e-04
3.04152076e+02,6.69824237e-04,6.66816569e-04
3.04352176e+02,6.70266749e-04,6.67255118e-04
3.04552276e+02,6.70709263e-04,6.67693666e-04
3.04752376e+02,6.71151780e-04,6.68132214e-04
3.04952476e+02,6.71594299e-04,6.68570763e-04
3.05152576e+02,6.72036820e-04,6.69009311e-04
3.05352676e+02,6.72479344e-04,6.69447858e-04
3.05552776e+02,6.72921870e-04,6.69886406e-04
3.05752876e+02,6.73364399e-04,6.70324953e-04
3.05952976e+02,6.73806930e-04,6.70763500e-04
3.06153077e+02,6.74249463e-04,6.71202047e-04
3.06353177e+02,6.74691999e-04,6.71640594e-04
3.06553277e+02,6.75134537e-04,6.72079141e-04
3.06753377e+02,6.75577078e-04,6.72517687e-04
3.06953477e+02,6.76019621e-04,6.72956233e-04
3.07153577e+02,6.76462167e-04,6.73394779e-04
3.07353677e+02,6.76904715e-04,6.73833325e-04
3.07553777e+02,6.77347265e-04,6.74271871e-04
3.07753877e+02,6.77789818e-04,6.74710416e-04
3.07953977e+02,6.78232373e-04,6.75148962e-04
3.08154077e+02,6.78674931e-04,6.75587507e-04
3.08354177e+02,6.79117491e-04,6.76026052e-04
3.08554277e+02,6.79560053e-04,6.76464596e-04
3.08754377e+02,6.80002618e-04,6.76903141e-04
3.08954477e+02,6.80445186e-04,6.77341685e-04
3.09154577e+02,6.80887756e-04,6.77780229e-04
