# Figure 4: Momentum evolution (relaxation equations)
# Columns: time[s], p_parallel[m0c], p_perpendicular[m0c], gamma, energy_MeV
time,p_parallel,p_perpendicular,gamma,energy_MeV
7.35073507e-01,8.87472959e+01,9.54823973e-01,8.87580656e+01,4.48442794e+01
7.35423542e-01,8.87838842e+01,9.54775748e-01,8.87946490e+01,4.48629734e+01
7.35773577e-01,8.88204655e+01,9.54727470e-01,8.88312253e+01,4.48816639e+01
7.36123612e-01,8.88570398e+01,9.54679140e-01,8.88677947e+01,4.49003508e+01
7.36473647e-01,8.88936072e+01,9.54630757e-01,8.89043571e+01,4.49190342e+01
7.36823682e-01,8.89301676e+01,9.54582322e-01,8.89409126e+01,4.49377140e+01
7.37173717e-01,8.89667210e+01,9.54533833e-01,8.89774611e+01,4.49563902e+01
7.37523752e-01,8.90032674e+01,9.54485293e-01,8.90140025e+01,4.49750629e+01
7.37873787e-01,8.90398068e+01,9.54436699e-01,8.90505370e+01,4.49937319e+01
7.38223822e-01,8.90763391e+01,9.54388053e-01,8.90870644e+01,4.50123974e+01
7.38573857e-01,8.91128645e+01,9.54339354e-01,8.91235849e+01,4.50310593e+01
7.38923892e-01,8.91493828e+01,9.54290602e-01,8.91600983e+01,4.50497176e+01
7.39273927e-01,8.91858941e+01,9.54241797e-01,8.91966047e+01,4.50683724e+01
7.39623962e-01,8.92223983e+01,9.54192940e-01,8.92331040e+01,4.50870235e+01
7.39973997e-01,8.92588955e+01,9.54144029e-01,8.92695963e+01,4.51056710e+01
7.40324032e-01,8.92953857e+01,9.54095066e-01,8.93060815e+01,4.51243149e+01
7.40674067e-01,8.93318687e+01,9.54046049e-01,8.93425597e+01,4.51429553e+01
7.41024102e-01,8.93683447e+01,9.53996980e-01,8.93790308e+01,4.51615920e+01
7.41374137e-01,8.94048137e+01,9.53947858e-01,8.94154949e+01,4.51802250e+01
7.41724172e-01,8.94412755e+01,9.53898682e-01,8.94519518e+01,4.51988545e+01
7.42074207e-01,8.94777302e+01,9.53849454e-01,8.94884017e+01,4.52174803e+01
7.42424242e-01,8.95141779e+01,9.53800172e-01,8.95248445e+01,4.52361026e+01
7.42774277e-01,8.95506184e+01,9.53750838e-01,8.95612801e+01,4.52547212e+01
7.43124312e-01,8.95870518e+01,9.53701450e-01,8.95977087e+01,4.52733361e+01
7.43474347e-01,8.96234781e+01,9.53652009e-01,8.96341301e+01,4.52919474e+01
7.43824382e-01,8.96598973e+01,9.53602515e-01,8.96705444e+01,4.53105551e+01
7.44174417e-01,8.96963093e+01,9.53552967e-01,8.97069516e+01,4.53291591e+01
7.44524452e-01,8.97327142e+01,9.53503367e-01,8.97433516e+01,4.53477595e+01
7.44874487e-01,8.97691119e+01,9.53453713e-01,8.97797445e+01,4.53663562e+01
7.45224522e-01,8.98055025e+01,9.53404006e-01,8.98161302e+01,4.53849493e+01
7.45574557e-01,8.98418859e+01,9.53354245e-01,8.98525088e+01,4.54035387e+01
7.45924592e-01,8.98782621e+01,9.53304431e-01,8.98888802e+01,4.54221245e+01
7.46274627e-01,8.99146311e+01,9.53254564e-01,8.99252444e+01,4.54407065e+01
7.46624662e-01,8.99509930e+01,9.53204643e-01,8.99616015e+01,4.54592849e+01
7.46974697e-01,8.99873477e+01,9.53154669e-01,8.99979513e+01,4.54778597e+01
7.47324732e-01,9.00236951e+01,9.53104641e-01,9.00342940e+01,4.54964307e+01
7.47674767e-01,9.00600354e+01,9.53054560e-01,9.00706294e+01,4.55149981e+01
7.48024802e-01,9.00963684e+01,9.53004425e-01,9.01069576e+01,4.55335618e+01
7.48374837e-01,9.01326942e+01,9.52954237e-01,9.01432786e+01,4.55521218e+01
7.48724872e-01,9.01690128e+01,9.52903995e-01,9.01795924e+01,4.55706781e+01
7.49074907e-01,9.02053241e+01,9.52853699e-01,9.02158989e+01,4.55892307e+01
7.49424942e-01,9.02416282e+01,9.52803350e-01,9.02521982e+01,4.56077796e+01
7.49774977e-01,9.02779250e+01,9.52752947e-01,9.02884903e+01,4.56263248e+01
7.50125013e-01,9.03142146e+01,9.52702491e-01,9.03247751e+01,4.56448663e+01
7.50475048e-01,9.03504969e+01,9.52651980e-01,9.03610526e+01,4.56634041e+01
7.50825083e-01,9.03867719e+01,9.52601416e-01,9.03973229e+01,4.56819381e+01
7.51175118e-01,9.04230396e+01,9.52550799e-01,9.04335858e+01,4.57004685e+01
7.51525153e-01,9.04593001e+01,9.52500127e-01,9.04698415e+01,4.57189951e+01
7.51875188e-01,9.04955532e+01,9.52449402e-01,9.05060899e+01,4.57375180e+01
7.52225223e-01,9.05317990e+01,9.52398622e-01,9.05423310e+01,4.57560371e+01
7.52575258e-01,9.05680376e+01,9.52347789e-01,9.05785648e+01,4.57745525e+01
7.52925293e-01,9.06042688e+01,9.52296902e-01,9.06147912e+01,4.57930642e+01
7.53275328e-01,9.06404927e+01,9.52245961e-01,9.06510104e+01,4.58115722e+01
7.53625363e-01,9.06767092e+01,9.52194966e-01,9.06872222e+01,4.58300764e+01
7.53975398e-01,9.07129184e+01,9.52143917e-01,9.07234267e+01,4.58485768e+01
7.54325433e-01,9.07491203e+01,9.52092814e-01,9.07596238e+01,4.58670735e+01
7.54675468e-01,9.07853148e+01,9.52041657e-01,9.07958136e+01,4.58855664e+01
7.55025503e-01,9.08215019e+01,9.51990446e-01,9.08319960e+01,4.59040556e+01
7.55375538e-01,9.08576817e+01,9.51939181e-01,9.08681710e+01,4.59225410e+01
7.55725573e-01,9.08938540e+01,9.51887862e-01,9.09043387e+01,4.59410227e+01
7.56075608e-01,9.09300190e+01,9.51836489e-01,9.09404990e+01,4.59595005e+01
7.56425643e-01,9.09661766e+01,9.51785061e-01,9.09766519e+01,4.59779746e+01
7.56775678e-01,9.10023269e+01,9.51733579e-01,9.10127974e+01,4.59964450e+01
7.57125713e-01,9.10384696e+01,9.51682043e-01,9.10489355e+01,4.60149115e+01
7.57475748e-01,9.10746050e+01,9.51630453e-01,9.10850662e+01,4.60333742e+01
7.57825783e-01,9.11107330e+01,9.51578808e-01,9.11211895e+01,4.60518332e+01
7.58175818e-01,9.11468535e+01,9.51527109e-01,9.11573053e+01,4.60702883e+01
7.58525853e-01,9.11829666e+01,9.51475356e-01,9.11934137e+01,4.60887397e+01
7.58875888e-01,9.12190723e+01,9.51423549e-01,9.12295147e+01,4.61071873e+01
7.59225923e-01,9.12551704e+01,9.51371687e-01,9.12656082e+01,4.61256310e+01
7.59575958e-01,9.12912612e+01,9.51319770e-01,9.13016943e+01,4.61440710e+01
7.59925993e-01,9.13273444e+01,9.51267799e-01,9.13377729e+01,4.61625071e+01
7.60276028e-01,9.13634202e+01,9.51215774e-01,9.13738440e+01,4.61809394e+01
7.60626063e-01,9.13994886e+01,9.51163695e-01,9.14099077e+01,4.61993679e+01
7.60976098e-01,9.14355494e+01,9.51111560e-01,9.14459639e+01,4.62177926e+01
7.61326133e-01,9.14716027e+01,9.51059371e-01,9.14820125e+01,4.62362134e+01
7.61676168e-01,9.15076485e+01,9.51007128e-01,9.15180537e+01,4.62546304e+01
7.62026203e-01,9.15436869e+01,9.50954830e-01,9.15540874e+01,4.62730436e+01
7.62376238e-01,9.15797177e+01,9.50902478e-01,9.15901136e+01,4.62914529e+01
7.62726273e-01,9.16157409e+01,9.50850070e-01,9.16261322e+01,4.63098584e+01
7.63076308e-01,9.16517567e+01,9.50797608e-01,9.16621433e+01,4.63282600e+01
7.63426343e-01,9.16877649e+01,9.50745092e-01,9.16981469e+01,4.63466578e+01
7.63776378e-01,9.17237655e+01,9.50692521e-01,9.17341429e+01,4.63650518e+01
7.64126413e-01,9.17597586e+01,9.50639895e-01,9.17701314e+01,4.63834419e+01
7.64476448e-01,9.17957442e+01,9.50587214e-01,9.18061124e+01,4.64018281e+01
7.64826483e-01,9.18317222e+01,9.50534478e-01,9.18420857e+01,4.64202104e+01
7.65176518e-01,9.18676926e+01,9.50481688e-01,9.18780515e+01,4.64385889e+01
7.65526553e-01,9.19036554e+01,9.50428843e-01,9.19140097e+01,4.64569635e+01
7.65876588e-01,9.19396106e+01,9.50375942e-01,9.19499604e+01,4.64753342e+01
7.66226623e-01,9.19755582e+01,9.50322987e-01,9.19859034e+01,4.64937011e+01
7.66576658e-01,9.20114982e+01,9.50269977e-01,9.20218388e+01,4.65120641e+01
7.66926693e-01,9.20474306e+01,9.50216913e-01,9.20577666e+01,4.65304231e+01
7.67276728e-01,9.20833554e+01,9.50163793e-01,9.20936868e+01,4.65487783e+01
7.67626763e-01,9.21192726e+01,9.50110618e-01,9.21295994e+01,4.65671296e+01
7.67976798e-01,9.21551821e+01,9.50057388e-01,9.21655044e+01,4.65854770e+01
7.68326833e-01,9.21910840e+01,9.50004103e-01,9.22014017e+01,4.66038205e+01
7.68676868e-01,9.22269782e+01,9.49950763e-01,9.22372914e+01,4.66221601e+01
7.69026903e-01,9.22628648e+01,9.49897368e-01,9.22731734e+01,4.66404958e+01
7.69376938e-01,9.22987437e+01,9.49843918e-01,9.23090477e+01,4.66588275e+01
7.69726973e-01,9.23346150e+01,9.49790412e-01,9.23449144e+01,4.66771554e+01
7.70077008e-01,9.23704785e+01,9.49736852e-01,9.23807734e+01,4.66954793e+01
7.70427043e-01,9.24063344e+01,9.49683236e-01,9.24166248e+01,4.67137993e+01
7.70777078e-01,9.24421826e+01,9.49629565e-01,9.24524684e+01,4.67321153e+01
7.71127113e-01,9.24780231e+01,9.49575839e-01,9.24883044e+01,4.67504275e+01
7.71477148e-01,9.25138559e+01,9.49522057e-01,9.25241326e+01,4.67687357e+01
7.71827183e-01,9.25496809e+01,9.49468221e-01,9.25599532e+01,4.67870399e+01
7.72177218e-01,9.25854983e+01,9.49414329e-01,9.25957660e+01,4.68053402e+01
7.72527253e-01,9.26213079e+01,9.49360381e-01,9.26315711e+01,4.68236366e+01
7.72877288e-01,9.26571097e+01,9.49306378e-01,9.26673684e+01,4.68419290e+01
7.73227323e-01,9.26929039e+01,9.49252320e-01,9.27031580e+01,4.68602175e+01
7.73577358e-01,9.27286903e+01,9.49198207e-01,9.27389399e+01,4.68785020e+01
7.73927393e-01,9.27644689e+01,9.49144038e-01,9.27747140e+01,4.68967825e+01
7.74277428e-01,9.28002397e+01,9.49089813e-01,9.28104804e+01,4.69150591e+01
7.74627463e-01,9.28360028e+01,9.49035533e-01,9.28462389e+01,4.69333317e+01
7.74977498e-01,9.28717581e+01,9.48981198e-01,9.28819898e+01,4.69516003e+01
7.75327533e-01,9.29075056e+01,9.48926807e-01,9.29177328e+01,4.69698649e+01
7.75677568e-01,9.29432453e+01,9.48872360e-01,9.29534680e+01,4.69881256e+01
7.76027603e-01,9.29789773e+01,9.48817858e-01,9.29891954e+01,4.70063823e+01
7.76377638e-01,9.30147014e+01,9.48763300e-01,9.30249151e+01,4.70246350e+01
7.76727673e-01,9.30504177e+01,9.48708687e-01,9.30606269e+01,4.70428837e+01
7.77077708e-01,9.30861261e+01,9.48654018e-01,9.30963309e+01,4.70611284e+01
7.77427743e-01,9.31218268e+01,9.48599293e-01,9.31320270e+01,4.70793691e+01
7.77777778e-01,9.31575195e+01,9.48544512e-01,9.31677154e+01,4.70976058e+01
7.78127813e-01,9.31932045e+01,9.48489676e-01,9.32033958e+01,4.71158385e+01
7.78477848e-01,9.32288816e+01,9.48434784e-01,9.32390685e+01,4.71340671e+01
7.78827883e-01,9.32645508e+01,9.48379837e-01,9.32747333e+01,4.71522918e+01
7.79177918e-01,9.33002122e+01,9.48324833e-01,9.33103902e+01,4.71705125e+01
7.79527953e-01,9.33358657e+01,9.48269774e-01,9.33460392e+01,4.71887291e+01
7.79877988e-01,9.33715113e+01,9.48214659e-01,9.33816804e+01,4.72069417e+01
7.80228023e-01,9.34071490e+01,9.48159488e-01,9.34173137e+01,4.72251502e+01
7.80578058e-01,9.34427788e+01,9.48104261e-01,9.34529390e+01,4.72433548e+01
7.80928093e-01,9.34784007e+01,9.48048978e-01,9.34885565e+01,4.72615553e+01
7.81278128e-01,9.35140147e+01,9.47993639e-01,9.35241661e+01,4.72797517e+01
7.81628163e-01,9.35496208e+01,9.47938244e-01,9.35597678e+01,4.72979441e+01
7.81978198e-01,9.35852190e+01,9.47882794e-01,9.35953615e+01,4.73161325e+01
7.82328233e-01,9.36208092e+01,9.47827287e-01,9.36309473e+01,4.73343168e+01
7.82678268e-01,9.36563915e+01,9.47771724e-01,9.36665252e+01,4.73524971e+01
7.83028303e-01,9.36919658e+01,9.47716105e-01,9.37020951e+01,4.73706733e+01
7.83378338e-01,9.37275322e+01,9.47660430e-01,9.37376571e+01,4.73888454e+01
7.83728373e-01,9.37630906e+01,9.47604699e-01,9.37732111e+01,4.74070135e+01
7.84078408e-01,9.37986411e+01,9.47548912e-01,9.38087571e+01,4.74251774e+01
7.84428443e-01,9.38341835e+01,9.47493069e-01,9.38442952e+01,4.74433374e+01
7.84778478e-01,9.38697180e+01,9.47437170e-01,9.38798253e+01,4.74614932e+01
7.85128513e-01,9.39052445e+01,9.47381214e-01,9.39153474e+01,4.74796450e+01
7.85478548e-01,9.39407630e+01,9.47325202e-01,9.39508615e+01,4.74977926e+01
7.85828583e-01,9.39762735e+01,9.47269134e-01,9.39863676e+01,4.75159362e+01
7.86178618e-01,9.40117760e+01,9.47213010e-01,9.40218657e+01,4.75340757e+01
7.86528653e-01,9.40472704e+01,9.47156829e-01,9.40573558e+01,4.75522111e+01
7.86878688e-01,9.40827568e+01,9.47100592e-01,9.40928379e+01,4.75703424e+01
7.87228723e-01,9.41182352e+01,9.47044299e-01,9.41283119e+01,4.75884696e+01
7.87578758e-01,9.41537056e+01,9.46987949e-01,9.41637779e+01,4.76065927e+01
7.87928793e-01,9.41891679e+01,9.46931543e-01,9.41992358e+01,4.76247116e+01
7.88278828e-01,9.42246221e+01,9.46875081e-01,9.42346857e+01,4.76428265e+01
7.88628863e-01,9.42600683e+01,9.46818562e-01,9.42701275e+01,4.76609372e+01
7.88978898e-01,9.42955064e+01,9.46761987e-01,9.43055613e+01,4.76790438e+01
7.89328933e-01,9.43309364e+01,9.46705355e-01,9.43409869e+01,4.76971463e+01
7.89678968e-01,9.43663584e+01,9.46648667e-01,9.43764045e+01,4.77152447e+01
7.90029003e-01,9.44017722e+01,9.46591922e-01,9.44118140e+01,4.77333389e+01
7.90379038e-01,9.44371779e+01,9.46535121e-01,9.44472154e+01,4.77514290e+01
7.90729073e-01,9.44725756e+01,9.46478263e-01,9.44826087e+01,4.77695149e+01
7.91079108e-01,9.45079651e+01,9.46421349e-01,9.45179939e+01,4.77875967e+01
7.91429143e-01,9.45433465e+01,9.46364378e-01,9.45533710e+01,4.78056744e+01
7.91779178e-01,9.45787198e+01,9.46307350e-01,9.45887400e+01,4.78237479e+01
7.92129213e-01,9.46140849e+01,9.46250266e-01,9.46241008e+01,4.78418172e+01
7.92479248e-01,9.46494419e+01,9.46193125e-01,9.46594534e+01,4.78598824e+01
7.92829283e-01,9.46847907e+01,9.46135928e-01,9.46947980e+01,4.78779434e+01
7.93179318e-01,9.47201314e+01,9.46078673e-01,9.47301343e+01,4.78960002e+01
7.93529353e-01,9.47554639e+01,9.46021362e-01,9.47654625e+01,4.79140529e+01
7.93879388e-01,9.47907882e+01,9.45963995e-01,9.48007826e+01,4.79321014e+01
7.94229423e-01,9.48261044e+01,9.45906570e-01,9.48360944e+01,4.79501457e+01
7.94579458e-01,9.48614123e+01,9.45849089e-01,9.48713981e+01,4.79681859e+01
7.94929493e-01,9.48967121e+01,9.45791551e-01,9.49066936e+01,4.79862218e+01
7.95279528e-01,9.49320037e+01,9.45733956e-01,9.49419809e+01,4.80042536e+01
7.95629563e-01,9.49672870e+01,9.45676304e-01,9.49772600e+01,4.80222812e+01
7.95979598e-01,9.50025622e+01,9.45618595e-01,9.50125308e+01,4.80403045e+01
7.96329633e-01,9.50378291e+01,9.45560830e-01,9.50477935e+01,4.80583237e+01
7.96679668e-01,9.50730878e+01,9.45503007e-01,9.50830479e+01,4.80763387e+01
7.97029703e-01,9.51083382e+01,9.45445128e-01,9.51182941e+01,4.80943494e+01
7.97379738e-01,9.51435804e+01,9.45387191e-01,9.51535320e+01,4.81123560e+01
7.97729773e-01,9.51788144e+01,9.45329198e-01,9.51887617e+01,4.81303583e+01
7.98079808e-01,9.52140401e+01,9.45271147e-01,9.52239831e+01,4.81483564e+01
7.98429843e-01,9.52492575e+01,9.45213040e-01,9.52591963e+01,4.81663503e+01
7.98779878e-01,9.52844666e+01,9.45154876e-01,9.52944012e+01,4.81843400e+01
7.99129913e-01,9.53196675e+01,9.45096654e-01,9.53295978e+01,4.82023254e+01
7.99479948e-01,9.53548601e+01,9.45038375e-01,9.53647861e+01,4.82203066e+01
7.99829983e-01,9.53900443e+01,9.44980040e-01,9.53999662e+01,4.82382836e+01
8.00180018e-01,9.54252203e+01,9.44921647e-01,9.54351379e+01,4.82562563e+01
8.00530053e-01,9.54603880e+01,9.44863197e-01,9.54703013e+01,4.82742248e+01
8.00880088e-01,9.54955473e+01,9.44804690e-01,9.55054565e+01,4.82921890e+01
8.01230123e-01,9.55306983e+01,9.44746125e-01,9.55406033e+01,4.83101490e+01
8.01580158e-01,9.55658410e+01,9.44687504e-01,9.55757417e+01,4.83281047e+01
8.01930193e-01,9.56009754e+01,9.44628825e-01,9.56108718e+01,4.83460562e+01
8.02280228e-01,9.56361014e+01,9.44570089e-01,9.56459936e+01,4.83640034e+01
8.02630263e-01,9.56712190e+01,9.44511295e-01,9.56811071e+01,4.83819463e+01
8.02980298e-01,9.57063283e+01,9.44452445e-01,9.57162121e+01,4.83998850e+01
8.03330333e-01,9.57414292e+01,9.44393537e-01,9.57513089e+01,4.84178193e+01
8.03680368e-01,9.57765218e+01,9.44334571e-01,9.57863972e+01,4.84357494e+01
8.04030403e-01,9.58116059e+01,9.44275549e-01,9.58214771e+01,4.84536753e+01
8.04380438e-01,9.58466817e+01,9.44216468e-01,9.58565487e+01,4.84715968e+01
8.04730473e-01,9.58817490e+01,9.44157331e-01,9.58916119e+01,4.84895140e+01
8.05080508e-01,9.59168080e+01,9.44098136e-01,9.59266667e+01,4.85074270e+01
8.05430543e-01,9.59518586e+01,9.44038884e-01,9.59617130e+01,4.85253357e+01
8.05780578e-01,9.59869007e+01,9.43979574e-01,9.59967510e+01,4.85432400e+01
8.06130613e-01,9.60219344e+01,9.43920207e-01,9.60317805e+01,4.85611401e+01
8.06480648e-01,9.60569597e+01,9.43860782e-01,9.60668016e+01,4.85790358e+01
8.06830683e-01,9.60919765e+01,9.43801300e-01,9.61018143e+01,4.85969272e+01
8.07180718e-01,9.61269849e+01,9.43741760e-01,9.61368185e+01,4.86148144e+01
8.07530753e-01,9.61619848e+01,9.43682163e-01,9.61718143e+01,4.86326972e+01
8.07880788e-01,9.61969763e+01,9.43622508e-01,9.62068016e+01,4.86505756e+01
8.08230823e-01,9.62319593e+01,9.43562795e-01,9.62417804e+01,4.86684498e+01
8.08580858e-01,9.62669338e+01,9.43503025e-01,9.62767508e+01,4.86863196e+01
8.08930893e-01,9.63018998e+01,9.43443197e-01,9.63117127e+01,4.87041851e+01
8.09280928e-01,9.63368574e+01,9.43383312e-01,9.63466661e+01,4.87220462e+01
8.09630963e-01,9.63718064e+01,9.43323369e-01,9.63816110e+01,4.87399030e+01
8.09980998e-01,9.64067470e+01,9.43263368e-01,9.64165474e+01,4.87577555e+01
8.10331033e-01,9.64416790e+01,9.43203309e-01,9.64514752e+01,4.87756036e+01
8.10681068e-01,9.64766025e+01,9.43143193e-01,9.64863946e+01,4.87934474e+01
8.11031103e-01,9.65115175e+01,9.43083019e-01,9.65213055e+01,4.88112868e+01
8.11381138e-01,9.65464239e+01,9.43022787e-01,9.65562078e+01,4.88291218e+01
8.11731173e-01,9.65813218e+01,9.42962497e-01,9.65911016e+01,4.88469525e+01
8.12081208e-01,9.66162112e+01,9.42902150e-01,9.66259868e+01,4.88647789e+01
8.12431243e-01,9.66510920e+01,9.42841745e-01,9.66608635e+01,4.88826008e+01
8.12781278e-01,9.66859642e+01,9.42781282e-01,9.66957316e+01,4.89004184e+01
8.13131313e-01,9.67208279e+01,9.42720761e-01,9.67305912e+01,4.89182316e+01
8.13481348e-01,9.67556830e+01,9.42660182e-01,9.67654422e+01,4.89360404e+01
8.13831383e-01,9.67905295e+01,9.42599545e-01,9.68002846e+01,4.89538448e+01
8.14181418e-01,9.68253674e+01,9.42538850e-01,9.68351184e+01,4.89716449e+01
8.14531453e-01,9.68601967e+01,9.42478098e-01,9.68699436e+01,4.89894405e+01
8.14881488e-01,9.68950174e+01,9.42417287e-01,9.69047602e+01,4.90072318e+01
8.15231523e-01,9.69298295e+01,9.42356419e-01,9.69395682e+01,4.90250186e+01
8.15581558e-01,9.69646330e+01,9.42295492e-01,9.69743676e+01,4.90428011e+01
8.15931593e-01,9.69994278e+01,9.42234507e-01,9.70091584e+01,4.90605791e+01
8.16281628e-01,9.70342141e+01,9.42173465e-01,9.70439405e+01,4.90783528e+01
8.16631663e-01,9.70689916e+01,9.42112364e-01,9.70787140e+01,4.90961220e+01
8.16981698e-01,9.71037606e+01,9.42051205e-01,9.71134789e+01,4.91138868e+01
8.17331733e-01,9.71385208e+01,9.41989988e-01,9.71482351e+01,4.91316472e+01
8.17681768e-01,9.71732724e+01,9.41928714e-01,9.71829826e+01,4.91494031e+01
8.18031803e-01,9.72080154e+01,9.41867380e-01,9.72177215e+01,4.91671546e+01
8.18381838e-01,9.72427496e+01,9.41805989e-01,9.72524517e+01,4.91849017e+01
8.18731873e-01,9.72774752e+01,9.41744540e-01,9.72871732e+01,4.92026444e+01
8.19081908e-01,9.73121921e+01,9.41683032e-01,9.73218860e+01,4.92203826e+01
8.19431943e-01,9.73469003e+01,9.41621466e-01,9.73565901e+01,4.92381164e+01
8.19781978e-01,9.73815997e+01,9.41559842e-01,9.73912856e+01,4.92558457e+01
8.20132013e-01,9.74162905e+01,9.41498160e-01,9.74259723e+01,4.92735706e+01
8.20482048e-01,9.74509726e+01,9.41436419e-01,9.74606503e+01,4.92912910e+01
8.20832083e-01,9.74856459e+01,9.41374621e-01,9.74953196e+01,4.93090070e+01
8.21182118e-01,9.75203105e+01,9.41312763e-01,9.75299801e+01,4.93267185e+01
8.21532153e-01,9.75549663e+01,9.41250848e-01,9.75646319e+01,4.93444255e+01
8.21882188e-01,9.75896134e+01,9.41188874e-01,9.75992750e+01,4.93621281e+01
8.22232223e-01,9.76242517e+01,9.41126842e-01,9.76339093e+01,4.93798262e+01
8.22582258e-01,9.76588813e+01,9.41064752e-01,9.76685349e+01,4.93975198e+01
8.22932293e-01,9.76935021e+01,9.41002603e-01,9.77031516e+01,4.94152090e+01
8.23282328e-01,9.77281141e+01,9.40940396e-01,9.77377597e+01,4.94328936e+01
8.23632363e-01,9.77627174e+01,9.40878130e-01,9.77723589e+01,4.94505738e+01
8.23982398e-01,9.77973118e+01,9.40815806e-01,9.78069493e+01,4.94682495e+01
8.24332433e-01,9.78318975e+01,9.40753423e-01,9.78415310e+01,4.94859206e+01
8.24682468e-01,9.78664743e+01,9.40690982e-01,9.78761038e+01,4.95035873e+01
8.25032503e-01,9.79010424e+01,9.40628483e-01,9.79106679e+01,4.95212495e+01
8.25382538e-01,9.79356016e+01,9.40565925e-01,9.79452231e+01,4.95389072e+01
8.25732573e-01,9.79701520e+01,9.40503308e-01,9.79797695e+01,4.95565604e+01
8.26082608e-01,9.80046935e+01,9.40440633e-01,9.80143070e+01,4.95742090e+01
8.26432643e-01,9.80392263e+01,9.40377899e-01,9.80488358e+01,4.95918532e+01
8.26782678e-01,9.80737501e+01,9.40315107e-01,9.80833557e+01,4.96094928e+01
8.27132713e-01,9.81082651e+01,9.40252256e-01,9.81178667e+01,4.96271279e+01
8.27482748e-01,9.81427713e+01,9.40189347e-01,9.81523689e+01,4.96447585e+01
8.27832783e-01,9.81772686e+01,9.40126379e-01,9.81868622e+01,4.96623845e+01
8.28182818e-01,9.82117570e+01,9.40063352e-01,9.82213466e+01,4.96800060e+01
8.28532853e-01,9.82462365e+01,9.40000267e-01,9.82558222e+01,4.96976230e+01
8.28882888e-01,9.82807072e+01,9.39937123e-01,9.82902888e+01,4.97152354e+01
8.29232923e-01,9.83151689e+01,9.39873920e-01,9.83247466e+01,4.97328433e+01
8.29582958e-01,9.83496217e+01,9.39810659e-01,9.83591955e+01,4.97504467e+01
8.29932993e-01,9.83840656e+01,9.39747339e-01,9.83936355e+01,4.97680455e+01
8.30283028e-01,9.84185006e+01,9.39683960e-01,9.84280665e+01,4.97856397e+01
8.30633063e-01,9.84529267e+01,9.39620522e-01,9.84624886e+01,4.98032294e+01
8.30983098e-01,9.84873439e+01,9.39557026e-01,9.84969018e+01,4.98208145e+01
8.31333133e-01,9.85217521e+01,9.39493471e-01,9.85313061e+01,4.98383950e+01
8.31683168e-01,9.85561513e+01,9.39429857e-01,9.85657014e+01,4.98559710e+01
8.32033203e-01,9.85905416e+01,9.39366184e-01,9.86000878e+01,4.98735424e+01
8.32383238e-01,9.86249230e+01,9.39302452e-01,9.86344652e+01,4.98911092e+01
8.32733273e-01,9.86592954e+01,9.39238662e-01,9.86688336e+01,4.99086714e+01
8.33083308e-01,9.86936588e+01,9.39174812e-01,9.87031931e+01,4.99262291e+01
8.33433343e-01,9.87280132e+01,9.39110904e-01,9.87375436e+01,4.99437822e+01
8.33783378e-01,9.87623586e+01,9.39046937e-01,9.87718851e+01,4.99613306e+01
8.34133413e-01,9.87966950e+01,9.38982911e-01,9.88062176e+01,4.99788745e+01
8.34483448e-01,9.88310225e+01,9.38918826e-01,9.88405411e+01,4.99964138e+01
8.34833483e-01,9.88653409e+01,9.38854682e-01,9.88748556e+01,5.00139485e+01
8.35183518e-01,9.88996503e+01,9.38790479e-01,9.89091611e+01,5.00314785e+01
8.35533553e-01,9.89339507e+01,9.38726217e-01,9.89434576e+01,5.00490040e+01
8.35883588e-01,9.89682420e+01,9.38661896e-01,9.89777451e+01,5.00665248e+01
8.36233623e-01,9.90025243e+01,9.38597516e-01,9.90120235e+01,5.00840411e+01
8.36583658e-01,9.90367976e+01,9.38533077e-01,9.90462928e+01,5.01015527e+01
