# Figure 4: Momentum evolution (relaxation equations)
# Columns: time[s], p_parallel[m0c], p_perpendicular[m0c], gamma, energy_MeV
time,p_parallel,p_perpendicular,gamma,energy_MeV
1.92274227e+00,1.52413430e+02,5.50372253e-01,1.52417704e+02,7.73742877e+01
1.92309231e+00,1.52417598e+02,5.50239013e-01,1.52421872e+02,7.73764176e+01
1.92344234e+00,1.52421763e+02,5.50105795e-01,1.52426036e+02,7.73785455e+01
1.92379238e+00,1.52425924e+02,5.49972598e-01,1.52430196e+02,7.73806713e+01
1.92414241e+00,1.52430081e+02,5.49839422e-01,1.52434353e+02,7.73827952e+01
1.92449245e+00,1.52434234e+02,5.49706268e-01,1.52438505e+02,7.73849170e+01
1.92484248e+00,1.52438383e+02,5.49573136e-01,1.52442653e+02,7.73870367e+01
1.92519252e+00,1.52442527e+02,5.49440025e-01,1.52446797e+02,7.73891545e+01
1.92554255e+00,1.52446668e+02,5.49306935e-01,1.52450938e+02,7.73912702e+01
1.92589259e+00,1.52450805e+02,5.49173867e-01,1.52455074e+02,7.73933839e+01
1.92624262e+00,1.52454938e+02,5.49040821e-01,1.52459207e+02,7.73954955e+01
1.92659266e+00,1.52459067e+02,5.48907797e-01,1.52463335e+02,7.73976052e+01
1.92694269e+00,1.52463193e+02,5.48774794e-01,1.52467460e+02,7.73997128e+01
1.92729273e+00,1.52467314e+02,5.48641812e-01,1.52471580e+02,7.74018184e+01
1.92764276e+00,1.52471431e+02,5.48508852e-01,1.52475697e+02,7.74039220e+01
1.92799280e+00,1.52475544e+02,5.48375914e-01,1.52479809e+02,7.74060236e+01
1.92834283e+00,1.52479653e+02,5.48242998e-01,1.52483918e+02,7.74081231e+01
1.92869287e+00,1.52483759e+02,5.48110103e-01,1.52488023e+02,7.74102207e+01
1.92904290e+00,1.52487860e+02,5.47977230e-01,1.52492124e+02,7.74123162e+01
1.92939294e+00,1.52491958e+02,5.47844378e-01,1.52496221e+02,7.74144098e+01
1.92974297e+00,1.52496052e+02,5.47711549e-01,1.52500314e+02,7.74165013e+01
1.93009301e+00,1.52500141e+02,5.47578740e-01,1.52504403e+02,7.74185908e+01
1.93044304e+00,1.52504227e+02,5.47445954e-01,1.52508488e+02,7.74206784e+01
1.93079308e+00,1.52508309e+02,5.47313189e-01,1.52512569e+02,7.74227639e+01
1.93114311e+00,1.52512387e+02,5.47180446e-01,1.52516647e+02,7.74248474e+01
1.93149315e+00,1.52516461e+02,5.47047725e-01,1.52520720e+02,7.74269289e+01
1.93184318e+00,1.52520531e+02,5.46915025e-01,1.52524790e+02,7.74290085e+01
1.93219322e+00,1.52524597e+02,5.46782348e-01,1.52528855e+02,7.74310860e+01
1.93254325e+00,1.52528660e+02,5.46649692e-01,1.52532917e+02,7.74331616e+01
1.93289329e+00,1.52532718e+02,5.46517057e-01,1.52536975e+02,7.74352352e+01
1.93324332e+00,1.52536773e+02,5.46384445e-01,1.52541029e+02,7.74373067e+01
1.93359336e+00,1.52540823e+02,5.46251854e-01,1.52545079e+02,7.74393763e+01
1.93394339e+00,1.52544870e+02,5.46119285e-01,1.52549125e+02,7.74414439e+01
1.93429343e+00,1.52548913e+02,5.45986738e-01,1.52553168e+02,7.74435096e+01
1.93464346e+00,1.52552952e+02,5.45854213e-01,1.52557206e+02,7.74455732e+01
1.93499350e+00,1.52556987e+02,5.45721709e-01,1.52561241e+02,7.74476349e+01
1.93534353e+00,1.52561019e+02,5.45589228e-01,1.52565271e+02,7.74496946e+01
1.93569357e+00,1.52565046e+02,5.45456768e-01,1.52569298e+02,7.74517523e+01
1.93604360e+00,1.52569070e+02,5.45324330e-01,1.52573321e+02,7.74538080e+01
1.93639364e+00,1.52573089e+02,5.45191914e-01,1.52577340e+02,7.74558618e+01
1.93674367e+00,1.52577105e+02,5.45059519e-01,1.52581356e+02,7.74579136e+01
1.93709371e+00,1.52581117e+02,5.44927147e-01,1.52585367e+02,7.74599634e+01
1.93744374e+00,1.52585125e+02,5.44794797e-01,1.52589375e+02,7.74620113e+01
1.93779378e+00,1.52589130e+02,5.44662468e-01,1.52593378e+02,7.74640572e+01
1.93814381e+00,1.52593130e+02,5.44530161e-01,1.52597378e+02,7.74661011e+01
1.93849385e+00,1.52597127e+02,5.44397876e-01,1.52601374e+02,7.74681431e+01
1.93884388e+00,1.52601120e+02,5.44265614e-01,1.52605367e+02,7.74701831e+01
1.93919392e+00,1.52605108e+02,5.44133373e-01,1.52609355e+02,7.74722212e+01
1.93954395e+00,1.52609094e+02,5.44001154e-01,1.52613339e+02,7.74742573e+01
1.93989399e+00,1.52613075e+02,5.43868957e-01,1.52617320e+02,7.74762914e+01
1.94024402e+00,1.52617052e+02,5.43736782e-01,1.52621297e+02,7.74783236e+01
1.94059406e+00,1.52621026e+02,5.43604628e-01,1.52625270e+02,7.74803539e+01
1.94094409e+00,1.52624996e+02,5.43472497e-01,1.52629240e+02,7.74823822e+01
1.94129413e+00,1.52628962e+02,5.43340388e-01,1.52633205e+02,7.74844085e+01
1.94164416e+00,1.52632924e+02,5.43208301e-01,1.52637167e+02,7.74864329e+01
1.94199420e+00,1.52636883e+02,5.43076236e-01,1.52641124e+02,7.74884554e+01
1.94234423e+00,1.52640837e+02,5.42944193e-01,1.52645079e+02,7.74904759e+01
1.94269427e+00,1.52644788e+02,5.42812171e-01,1.52649029e+02,7.74924945e+01
1.94304430e+00,1.52648735e+02,5.42680172e-01,1.52652975e+02,7.74945111e+01
1.94339434e+00,1.52652678e+02,5.42548195e-01,1.52656918e+02,7.74965258e+01
1.94374437e+00,1.52656618e+02,5.42416240e-01,1.52660857e+02,7.74985386e+01
1.94409441e+00,1.52660554e+02,5.42284307e-01,1.52664792e+02,7.75005494e+01
1.94444444e+00,1.52664485e+02,5.42152396e-01,1.52668723e+02,7.75025583e+01
1.94479448e+00,1.52668414e+02,5.42020507e-01,1.52672651e+02,7.75045653e+01
1.94514451e+00,1.52672338e+02,5.41888641e-01,1.52676575e+02,7.75065703e+01
1.94549455e+00,1.52676259e+02,5.41756796e-01,1.52680495e+02,7.75085734e+01
1.94584458e+00,1.52680175e+02,5.41624973e-01,1.52684411e+02,7.75105746e+01
1.94619462e+00,1.52684088e+02,5.41493173e-01,1.52688323e+02,7.75125739e+01
1.94654465e+00,1.52687998e+02,5.41361394e-01,1.52692232e+02,7.75145712e+01
1.94689469e+00,1.52691903e+02,5.41229638e-01,1.52696137e+02,7.75165667e+01
1.94724472e+00,1.52695805e+02,5.41097904e-01,1.52700038e+02,7.75185602e+01
1.94759476e+00,1.52699703e+02,5.40966192e-01,1.52703936e+02,7.75205518e+01
1.94794479e+00,1.52703597e+02,5.40834502e-01,1.52707829e+02,7.75225414e+01
1.94829483e+00,1.52707488e+02,5.40702834e-01,1.52711719e+02,7.75245292e+01
1.94864486e+00,1.52711375e+02,5.40571189e-01,1.52715605e+02,7.75265151e+01
1.94899490e+00,1.52715258e+02,5.40439566e-01,1.52719488e+02,7.75284990e+01
1.94934493e+00,1.52719137e+02,5.40307964e-01,1.52723367e+02,7.75304810e+01
1.94969497e+00,1.52723013e+02,5.40176385e-01,1.52727242e+02,7.75324612e+01
1.95004500e+00,1.52726884e+02,5.40044829e-01,1.52731113e+02,7.75344394e+01
1.95039504e+00,1.52730752e+02,5.39913294e-01,1.52734980e+02,7.75364157e+01
1.95074507e+00,1.52734617e+02,5.39781782e-01,1.52738844e+02,7.75383901e+01
1.95109511e+00,1.52738478e+02,5.39650292e-01,1.52742704e+02,7.75403626e+01
1.95144514e+00,1.52742335e+02,5.39518824e-01,1.52746561e+02,7.75423333e+01
1.95179518e+00,1.52746188e+02,5.39387378e-01,1.52750414e+02,7.75443020e+01
1.95214521e+00,1.52750037e+02,5.39255955e-01,1.52754263e+02,7.75462688e+01
1.95249525e+00,1.52753883e+02,5.39124553e-01,1.52758108e+02,7.75482338e+01
1.95284528e+00,1.52757725e+02,5.38993174e-01,1.52761949e+02,7.75501968e+01
1.95319532e+00,1.52761564e+02,5.38861818e-01,1.52765787e+02,7.75521580e+01
1.95354535e+00,1.52765399e+02,5.38730484e-01,1.52769622e+02,7.75541172e+01
1.95389539e+00,1.52769230e+02,5.38599171e-01,1.52773452e+02,7.75560746e+01
1.95424542e+00,1.52773057e+02,5.38467882e-01,1.52777279e+02,7.75580301e+01
1.95459546e+00,1.52776881e+02,5.38336614e-01,1.52781102e+02,7.75599837e+01
1.95494549e+00,1.52780701e+02,5.38205369e-01,1.52784921e+02,7.75619355e+01
1.95529553e+00,1.52784517e+02,5.38074146e-01,1.52788737e+02,7.75638853e+01
1.95564556e+00,1.52788330e+02,5.37942946e-01,1.52792549e+02,7.75658333e+01
1.95599560e+00,1.52792139e+02,5.37811768e-01,1.52796358e+02,7.75677794e+01
1.95634563e+00,1.52795944e+02,5.37680612e-01,1.52800163e+02,7.75697236e+01
1.95669567e+00,1.52799746e+02,5.37549479e-01,1.52803964e+02,7.75716660e+01
1.95704570e+00,1.52803544e+02,5.37418367e-01,1.52807761e+02,7.75736065e+01
1.95739574e+00,1.52807338e+02,5.37287279e-01,1.52811555e+02,7.75755451e+01
1.95774577e+00,1.52811129e+02,5.37156212e-01,1.52815345e+02,7.75774819e+01
1.95809581e+00,1.52814916e+02,5.37025169e-01,1.52819131e+02,7.75794167e+01
1.95844584e+00,1.52818699e+02,5.36894147e-01,1.52822914e+02,7.75813498e+01
1.95879588e+00,1.52822479e+02,5.36763148e-01,1.52826693e+02,7.75832809e+01
1.95914591e+00,1.52826255e+02,5.36632171e-01,1.52830469e+02,7.75852102e+01
1.95949595e+00,1.52830028e+02,5.36501217e-01,1.52834241e+02,7.75871377e+01
1.95984598e+00,1.52833796e+02,5.36370285e-01,1.52838009e+02,7.75890632e+01
1.96019602e+00,1.52837562e+02,5.36239376e-01,1.52841774e+02,7.75909870e+01
1.96054605e+00,1.52841323e+02,5.36108489e-01,1.52845535e+02,7.75929088e+01
1.96089609e+00,1.52845081e+02,5.35977624e-01,1.52849292e+02,7.75948288e+01
1.96124612e+00,1.52848835e+02,5.35846782e-01,1.52853046e+02,7.75967470e+01
1.96159616e+00,1.52852586e+02,5.35715962e-01,1.52856796e+02,7.75986633e+01
1.96194619e+00,1.52856333e+02,5.35585165e-01,1.52860543e+02,7.76005778e+01
1.96229623e+00,1.52860077e+02,5.35454391e-01,1.52864285e+02,7.76024904e+01
1.96264626e+00,1.52863817e+02,5.35323638e-01,1.52868025e+02,7.76044012e+01
1.96299630e+00,1.52867553e+02,5.35192909e-01,1.52871760e+02,7.76063101e+01
1.96334633e+00,1.52871285e+02,5.35062202e-01,1.52875493e+02,7.76082172e+01
1.96369637e+00,1.52875015e+02,5.34931517e-01,1.52879221e+02,7.76101225e+01
1.96404640e+00,1.52878740e+02,5.34800855e-01,1.52882946e+02,7.76120259e+01
1.96439644e+00,1.52882462e+02,5.34670215e-01,1.52886667e+02,7.76139275e+01
1.96474647e+00,1.52886180e+02,5.34539598e-01,1.52890385e+02,7.76158272e+01
1.96509651e+00,1.52889895e+02,5.34409004e-01,1.52894099e+02,7.76177251e+01
1.96544654e+00,1.52893606e+02,5.34278432e-01,1.52897810e+02,7.76196212e+01
1.96579658e+00,1.52897313e+02,5.34147882e-01,1.52901517e+02,7.76215155e+01
1.96614661e+00,1.52901017e+02,5.34017355e-01,1.52905220e+02,7.76234079e+01
1.96649665e+00,1.52904718e+02,5.33886851e-01,1.52908920e+02,7.76252985e+01
1.96684668e+00,1.52908415e+02,5.33756370e-01,1.52912616e+02,7.76271873e+01
1.96719672e+00,1.52912108e+02,5.33625910e-01,1.52916309e+02,7.76290742e+01
1.96754675e+00,1.52915797e+02,5.33495474e-01,1.52919998e+02,7.76309594e+01
1.96789679e+00,1.52919484e+02,5.33365060e-01,1.52923683e+02,7.76328427e+01
1.96824682e+00,1.52923166e+02,5.33234669e-01,1.52927365e+02,7.76347242e+01
1.96859686e+00,1.52926845e+02,5.33104300e-01,1.52931044e+02,7.76366038e+01
1.96894689e+00,1.52930521e+02,5.32973954e-01,1.52934719e+02,7.76384817e+01
1.96929693e+00,1.52934192e+02,5.32843631e-01,1.52938390e+02,7.76403578e+01
1.96964696e+00,1.52937861e+02,5.32713330e-01,1.52942058e+02,7.76422320e+01
1.96999700e+00,1.52941526e+02,5.32583052e-01,1.52945722e+02,7.76441044e+01
1.97034703e+00,1.52945187e+02,5.32452797e-01,1.52949383e+02,7.76459751e+01
1.97069707e+00,1.52948845e+02,5.32322564e-01,1.52953040e+02,7.76478439e+01
1.97104710e+00,1.52952499e+02,5.32192354e-01,1.52956694e+02,7.76497109e+01
1.97139714e+00,1.52956149e+02,5.32062166e-01,1.52960344e+02,7.76515761e+01
1.97174717e+00,1.52959797e+02,5.31932002e-01,1.52963990e+02,7.76534395e+01
1.97209721e+00,1.52963440e+02,5.31801860e-01,1.52967633e+02,7.76553011e+01
1.97244724e+00,1.52967080e+02,5.31671740e-01,1.52971273e+02,7.76571609e+01
1.97279728e+00,1.52970717e+02,5.31541644e-01,1.52974909e+02,7.76590189e+01
1.97314731e+00,1.52974350e+02,5.31411570e-01,1.52978541e+02,7.76608751e+01
1.97349735e+00,1.52977980e+02,5.31281519e-01,1.52982170e+02,7.76627295e+01
1.97384738e+00,1.52981606e+02,5.31151490e-01,1.52985796e+02,7.76645822e+01
1.97419742e+00,1.52985228e+02,5.31021485e-01,1.52989418e+02,7.76664330e+01
1.97454745e+00,1.52988847e+02,5.30891502e-01,1.52993036e+02,7.76682820e+01
1.97489749e+00,1.52992463e+02,5.30761542e-01,1.52996651e+02,7.76701293e+01
1.97524752e+00,1.52996075e+02,5.30631604e-01,1.53000263e+02,7.76719748e+01
1.97559756e+00,1.52999683e+02,5.30501690e-01,1.53003871e+02,7.76738185e+01
1.97594759e+00,1.53003288e+02,5.30371798e-01,1.53007476e+02,7.76756604e+01
1.97629763e+00,1.53006890e+02,5.30241929e-01,1.53011077e+02,7.76775005e+01
1.97664766e+00,1.53010488e+02,5.30112082e-01,1.53014674e+02,7.76793389e+01
1.97699770e+00,1.53014083e+02,5.29982259e-01,1.53018268e+02,7.76811754e+01
1.97734773e+00,1.53017674e+02,5.29852458e-01,1.53021859e+02,7.76830102e+01
1.97769777e+00,1.53021262e+02,5.29722680e-01,1.53025446e+02,7.76848433e+01
1.97804780e+00,1.53024846e+02,5.29592925e-01,1.53029030e+02,7.76866745e+01
1.97839784e+00,1.53028427e+02,5.29463193e-01,1.53032610e+02,7.76885040e+01
1.97874787e+00,1.53032004e+02,5.29333484e-01,1.53036187e+02,7.76903317e+01
1.97909791e+00,1.53035578e+02,5.29203797e-01,1.53039760e+02,7.76921576e+01
1.97944794e+00,1.53039148e+02,5.29074133e-01,1.53043330e+02,7.76939818e+01
1.97979798e+00,1.53042715e+02,5.28944492e-01,1.53046896e+02,7.76958042e+01
1.98014801e+00,1.53046278e+02,5.28814874e-01,1.53050459e+02,7.76976249e+01
1.98049805e+00,1.53049838e+02,5.28685279e-01,1.53054018e+02,7.76994437e+01
1.98084808e+00,1.53053395e+02,5.28555707e-01,1.53057574e+02,7.77012609e+01
1.98119812e+00,1.53056948e+02,5.28426158e-01,1.53061127e+02,7.77030762e+01
1.98154815e+00,1.53060498e+02,5.28296631e-01,1.53064676e+02,7.77048898e+01
1.98189819e+00,1.53064044e+02,5.28167128e-01,1.53068222e+02,7.77067017e+01
1.98224822e+00,1.53067587e+02,5.28037647e-01,1.53071764e+02,7.77085118e+01
1.98259826e+00,1.53071126e+02,5.27908189e-01,1.53075303e+02,7.77103202e+01
1.98294829e+00,1.53074662e+02,5.27778754e-01,1.53078838e+02,7.77121268e+01
1.98329833e+00,1.53078195e+02,5.27649343e-01,1.53082370e+02,7.77139316e+01
1.98364836e+00,1.53081724e+02,5.27519954e-01,1.53085899e+02,7.77157347e+01
1.98399840e+00,1.53085250e+02,5.27390588e-01,1.53089424e+02,7.77175361e+01
1.98434843e+00,1.53088772e+02,5.27261244e-01,1.53092946e+02,7.77193357e+01
1.98469847e+00,1.53092291e+02,5.27131924e-01,1.53096464e+02,7.77211335e+01
1.98504850e+00,1.53095806e+02,5.27002627e-01,1.53099979e+02,7.77229297e+01
1.98539854e+00,1.53099318e+02,5.26873353e-01,1.53103491e+02,7.77247241e+01
1.98574857e+00,1.53102827e+02,5.26744102e-01,1.53106999e+02,7.77265167e+01
1.98609861e+00,1.53106332e+02,5.26614873e-01,1.53110504e+02,7.77283076e+01
1.98644864e+00,1.53109834e+02,5.26485668e-01,1.53114005e+02,7.77300968e+01
1.98679868e+00,1.53113333e+02,5.26356486e-01,1.53117503e+02,7.77318843e+01
1.98714871e+00,1.53116828e+02,5.26227326e-01,1.53120997e+02,7.77336700e+01
1.98749875e+00,1.53120319e+02,5.26098190e-01,1.53124489e+02,7.77354540e+01
1.98784878e+00,1.53123808e+02,5.25969077e-01,1.53127976e+02,7.77372362e+01
1.98819882e+00,1.53127293e+02,5.25839987e-01,1.53131461e+02,7.77390168e+01
1.98854885e+00,1.53130774e+02,5.25710919e-01,1.53134942e+02,7.77407956e+01
1.98889889e+00,1.53134253e+02,5.25581875e-01,1.53138420e+02,7.77425726e+01
1.98924892e+00,1.53137727e+02,5.25452854e-01,1.53141894e+02,7.77443480e+01
1.98959896e+00,1.53141199e+02,5.25323856e-01,1.53145365e+02,7.77461216e+01
1.98994899e+00,1.53144667e+02,5.25194881e-01,1.53148832e+02,7.77478936e+01
1.99029903e+00,1.53148132e+02,5.25065929e-01,1.53152297e+02,7.77496638e+01
1.99064906e+00,1.53151593e+02,5.24937000e-01,1.53155757e+02,7.77514322e+01
1.99099910e+00,1.53155051e+02,5.24808094e-01,1.53159215e+02,7.77531990e+01
1.99134913e+00,1.53158506e+02,5.24679211e-01,1.53162669e+02,7.77549641e+01
1.99169917e+00,1.53161957e+02,5.24550352e-01,1.53166120e+02,7.77567274e+01
1.99204920e+00,1.53165405e+02,5.24421515e-01,1.53169567e+02,7.77584891e+01
1.99239924e+00,1.53168850e+02,5.24292702e-01,1.53173011e+02,7.77602490e+01
1.99274927e+00,1.53172291e+02,5.24163911e-01,1.53176452e+02,7.77620072e+01
1.99309931e+00,1.53175729e+02,5.24035144e-01,1.53179889e+02,7.77637637e+01
1.99344934e+00,1.53179164e+02,5.23906400e-01,1.53183324e+02,7.77655186e+01
1.99379938e+00,1.53182595e+02,5.23777679e-01,1.53186754e+02,7.77672717e+01
1.99414941e+00,1.53186023e+02,5.23648981e-01,1.53190182e+02,7.77690231e+01
1.99449945e+00,1.53189447e+02,5.23520306e-01,1.53193606e+02,7.77707728e+01
1.99484948e+00,1.53192869e+02,5.23391654e-01,1.53197027e+02,7.77725208e+01
1.99519952e+00,1.53196287e+02,5.23263026e-01,1.53200444e+02,7.77742671e+01
1.99554955e+00,1.53199701e+02,5.23134420e-01,1.53203858e+02,7.77760118e+01
1.99589959e+00,1.53203113e+02,5.23005838e-01,1.53207269e+02,7.77777547e+01
1.99624962e+00,1.53206521e+02,5.22877279e-01,1.53210677e+02,7.77794959e+01
1.99659966e+00,1.53209926e+02,5.22748744e-01,1.53214081e+02,7.77812355e+01
1.99694969e+00,1.53213327e+02,5.22620231e-01,1.53217482e+02,7.77829734e+01
1.99729973e+00,1.53216725e+02,5.22491741e-01,1.53220879e+02,7.77847095e+01
1.99764976e+00,1.53220120e+02,5.22363275e-01,1.53224274e+02,7.77864440e+01
1.99799980e+00,1.53223512e+02,5.22234832e-01,1.53227665e+02,7.77881768e+01
1.99834983e+00,1.53226900e+02,5.22106412e-01,1.53231052e+02,7.77899080e+01
1.99869987e+00,1.53230285e+02,5.21978016e-01,1.53234437e+02,7.77916374e+01
1.99904990e+00,1.53233667e+02,5.21849642e-01,1.53237818e+02,7.77933652e+01
1.99939994e+00,1.53237045e+02,5.21721292e-01,1.53241196e+02,7.77950913e+01
1.99974997e+00,1.53240420e+02,5.21592965e-01,1.53244571e+02,7.77968157e+01
2.00010001e+00,1.53243792e+02,5.21464661e-01,1.53247942e+02,7.77985384e+01
2.00045005e+00,1.53247160e+02,5.21336381e-01,1.53251310e+02,7.78002595e+01
2.00080008e+00,1.53250526e+02,5.21208124e-01,1.53254675e+02,7.78019789e+01
2.00115012e+00,1.53253888e+02,5.21079890e-01,1.53258036e+02,7.78036966e+01
2.00150015e+00,1.53257247e+02,5.20951679e-01,1.53261394e+02,7.78054127e+01
2.00185019e+00,1.53260602e+02,5.20823491e-01,1.53264749e+02,7.78071271e+01
2.00220022e+00,1.53263954e+02,5.20695327e-01,1.53268101e+02,7.78088398e+01
2.00255026e+00,1.53267303e+02,5.20567186e-01,1.53271450e+02,7.78105509e+01
2.00290029e+00,1.53270649e+02,5.20439069e-01,1.53274795e+02,7.78122603e+01
2.00325033e+00,1.53273992e+02,5.20310974e-01,1.53278137e+02,7.78139680e+01
2.00360036e+00,1.53277331e+02,5.20182903e-01,1.53281476e+02,7.78156741e+01
2.00395040e+00,1.53280667e+02,5.20054856e-01,1.53284811e+02,7.78173785e+01
2.00430043e+00,1.53284000e+02,5.19926831e-01,1.53288143e+02,7.78190813e+01
2.00465047e+00,1.53287329e+02,5.19798830e-01,1.53291472e+02,7.78207824e+01
2.00500050e+00,1.53290655e+02,5.19670853e-01,1.53294798e+02,7.78224819e+01
2.00535054e+00,1.53293978e+02,5.19542898e-01,1.53298121e+02,7.78241797e+01
2.00570057e+00,1.53297298e+02,5.19414967e-01,1.53301440e+02,7.78258758e+01
2.00605061e+00,1.53300615e+02,5.19287059e-01,1.53304756e+02,7.78275703e+01
2.00640064e+00,1.53303928e+02,5.19159175e-01,1.53308069e+02,7.78292632e+01
2.00675068e+00,1.53307238e+02,5.19031314e-01,1.53311378e+02,7.78309544e+01
2.00710071e+00,1.53310545e+02,5.18903476e-01,1.53314685e+02,7.78326440e+01
2.00745075e+00,1.53313849e+02,5.18775662e-01,1.53317988e+02,7.78343319e+01
2.00780078e+00,1.53317150e+02,5.18647871e-01,1.53321288e+02,7.78360182e+01
2.00815082e+00,1.53320447e+02,5.18520103e-01,1.53324585e+02,7.78377029e+01
2.00850085e+00,1.53323741e+02,5.18392359e-01,1.53327878e+02,7.78393859e+01
2.00885089e+00,1.53327032e+02,5.18264638e-01,1.53331169e+02,7.78410673e+01
2.00920092e+00,1.53330320e+02,5.18136941e-01,1.53334456e+02,7.78427470e+01
2.00955096e+00,1.53333604e+02,5.18009267e-01,1.53337740e+02,7.78444251e+01
2.00990099e+00,1.53336885e+02,5.17881616e-01,1.53341021e+02,7.78461016e+01
2.01025103e+00,1.53340163e+02,5.17753989e-01,1.53344298e+02,7.78477764e+01
2.01060106e+00,1.53343438e+02,5.17626385e-01,1.53347573e+02,7.78494496e+01
2.01095110e+00,1.53346710e+02,5.17498805e-01,1.53350844e+02,7.78511212e+01
2.01130113e+00,1.53349979e+02,5.17371248e-01,1.53354112e+02,7.78527912e+01
2.01165117e+00,1.53353244e+02,5.17243714e-01,1.53357377e+02,7.78544595e+01
2.01200120e+00,1.53356506e+02,5.17116204e-01,1.53360638e+02,7.78561263e+01
2.01235124e+00,1.53359765e+02,5.16988717e-01,1.53363897e+02,7.78577913e+01
2.01270127e+00,1.53363021e+02,5.16861254e-01,1.53367152e+02,7.78594548e+01
2.01305131e+00,1.53366274e+02,5.16733815e-01,1.53370404e+02,7.78611167e+01
2.01340134e+00,1.53369523e+02,5.16606398e-01,1.53373653e+02,7.78627769e+01
2.01375138e+00,1.53372770e+02,5.16479006e-01,1.53376899e+02,7.78644355e+01
2.01410141e+00,1.53376013e+02,5.16351636e-01,1.53380142e+02,7.78660925e+01
2.01445145e+00,1.53379253e+02,5.16224290e-01,1.53383381e+02,7.78677479e+01
2.01480148e+00,1.53382490e+02,5.16096968e-01,1.53386618e+02,7.78694017e+01
2.01515152e+00,1.53385724e+02,5.15969669e-01,1.53389851e+02,7.78710539e+01
2.01550155e+00,1.53388954e+02,5.15842394e-01,1.53393081e+02,7.78727044e+01
2.01585159e+00,1.53392182e+02,5.15715142e-01,1.53396308e+02,7.78743534e+01
2.01620162e+00,1.53395406e+02,5.15587913e-01,1.53399532e+02,7.78760008e+01
2.01655166e+00,1.53398627e+02,5.15460709e-01,1.53402752e+02,7.78776465e+01
2.01690169e+00,1.53401845e+02,5.15333527e-01,1.53405970e+02,7.78792906e+01
2.01725173e+00,1.53405060e+02,5.15206369e-01,1.53409184e+02,7.78809332e+01
2.01760176e+00,1.53408272e+02,5.15079235e-01,1.53412396e+02,7.78825741e+01
2.01795180e+00,1.53411480e+02,5.14952124e-01,1.53415604e+02,7.78842135e+01
2.01830183e+00,1.53414686e+02,5.14825037e-01,1.53418809e+02,7.78858512e+01
2.01865187e+00,1.53417888e+02,5.14697973e-01,1.53422011e+02,7.78874874e+01
2.01900190e+00,1.53421088e+02,5.14570933e-01,1.53425209e+02,7.78891219e+01
2.01935194e+00,1.53424284e+02,5.14443917e-01,1.53428405e+02,7.78907549e+01
2.01970197e+00,1.53427477e+02,5.14316924e-01,1.53431598e+02,7.78923863e+01
2.02005201e+00,1.53430667e+02,5.14189954e-01,1.53434787e+02,7.78940161e+01
2.02040204e+00,1.53433853e+02,5.14063008e-01,1.53437973e+02,7.78956443e+01
2.02075208e+00,1.53437037e+02,5.13936086e-01,1.53441156e+02,7.78972709e+01
2.02110211e+00,1.53440218e+02,5.13809187e-01,1.53444337e+02,7.78988959e+01
2.02145215e+00,1.53443395e+02,5.13682312e-01,1.53447514e+02,7.79005194e+01
2.02180218e+00,1.53446570e+02,5.13555461e-01,1.53450688e+02,7.79021412e+01
2.02215222e+00,1.53449741e+02,5.13428633e-01,1.53453858e+02,7.79037615e+01
2.02250225e+00,1.53452909e+02,5.13301828e-01,1.53457026e+02,7.79053802e+01
2.02285229e+00,1.53456074e+02,5.13175047e-01,1.53460191e+02,7.79069974e+01
2.02320232e+00,1.53459236e+02,5.13048290e-01,1.53463352e+02,7.79086129e+01
2.02355236e+00,1.53462395e+02,5.12921557e-01,1.53466511e+02,7.79102269e+01
2.02390239e+00,1.53465551e+02,5.12794847e-01,1.53469666e+02,7.79118393e+01
2.02425243e+00,1.53468704e+02,5.12668161e-01,1.53472818e+02,7.79134501e+01
2.02460246e+00,1.53471854e+02,5.12541498e-01,1.53475968e+02,7.79150594e+01
2.02495250e+00,1.53475001e+02,5.12414859e-01,1.53479114e+02,7.79166671e+01
2.02530253e+00,1.53478144e+02,5.12288244e-01,1.53482257e+02,7.79182732e+01
2.02565257e+00,1.53481285e+02,5.12161652e-01,1.53485397e+02,7.79198778e+01
2.02600260e+00,1.53484422e+02,5.12035084e-01,1.53488534e+02,7.79214807e+01
2.02635264e+00,1.53487557e+02,5.11908540e-01,1.53491668e+02,7.79230822e+01
2.02670267e+00,1.53490688e+02,5.11782019e-01,1.53494799e+02,7.79246820e+01
2.02705271e+00,1.53493816e+02,5.11655522e-01,1.53497927e+02,7.79262803e+01
2.02740274e+00,1.53496942e+02,5.11529048e-01,1.53501051e+02,7.79278771e+01
2.02775278e+00,1.53500064e+02,5.11402599e-01,1.53504173e+02,7.79294723e+01
2.02810281e+00,1.53503183e+02,5.11276173e-01,1.53507292e+02,7.79310659e+01
2.02845285e+00,1.53506299e+02,5.11149770e-01,1.53510407e+02,7.79326580e+01
2.02880288e+00,1.53509412e+02,5.11023392e-01,1.53513520e+02,7.79342485e+01
2.02915292e+00,1.53512522e+02,5.10897037e-01,1.53516629e+02,7.79358375e+01
2.02950295e+00,1.53515629e+02,5.10770706e-01,1.53519736e+02,7.79374249e+01
2.02985299e+00,1.53518733e+02,5.10644398e-01,1.53522839e+02,7.79390108e+01
2.03020302e+00,1.53521834e+02,5.10518114e-01,1.53525940e+02,7.79405951e+01
2.03055306e+00,1.53524932e+02,5.10391854e-01,1.53529037e+02,7.79421779e+01
